environment,model,state_id,task_id,method,variant,adaptation_seed,projection_seed,horizon,whitened_geometry_rmse
PushT,jepa_wm_pusht,48,6,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11401,11401,14047,1,1.7212007220051415
PushT,jepa_wm_pusht,48,6,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11401,11401,14047,3,0.787193017323473
PushT,jepa_wm_pusht,48,6,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11401,11401,14047,6,0.7578373903567945
PushT,jepa_wm_pusht,49,6,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11401,11401,14047,1,1.2561549192638806
PushT,jepa_wm_pusht,49,6,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11401,11401,14047,3,0.7606666079300415
PushT,jepa_wm_pusht,49,6,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11401,11401,14047,6,0.6700095061590239
PushT,jepa_wm_pusht,50,6,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11401,11401,14047,1,1.1074751292204836
PushT,jepa_wm_pusht,50,6,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11401,11401,14047,3,0.7803517293470128
PushT,jepa_wm_pusht,50,6,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11401,11401,14047,6,0.8279935696562564
PushT,jepa_wm_pusht,51,6,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11401,11401,14047,1,1.3083841754785002
PushT,jepa_wm_pusht,51,6,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11401,11401,14047,3,0.8056876350465886
PushT,jepa_wm_pusht,51,6,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11401,11401,14047,6,0.719743924908035
PushT,jepa_wm_pusht,52,6,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11401,11401,14047,1,0.7347865866681541
PushT,jepa_wm_pusht,52,6,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11401,11401,14047,3,0.7037412574524706
PushT,jepa_wm_pusht,52,6,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11401,11401,14047,6,0.6687425703944129
PushT,jepa_wm_pusht,53,6,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11401,11401,14047,1,1.0460536982846969
PushT,jepa_wm_pusht,53,6,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11401,11401,14047,3,0.74771740219566
PushT,jepa_wm_pusht,53,6,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11401,11401,14047,6,0.7240021240243493
PushT,jepa_wm_pusht,54,6,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11401,11401,14047,1,1.4358480274424177
PushT,jepa_wm_pusht,54,6,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11401,11401,14047,3,1.2422818598005425
PushT,jepa_wm_pusht,54,6,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11401,11401,14047,6,1.1280059409487058
PushT,jepa_wm_pusht,55,6,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11401,11401,14047,1,0.6692193550783173
PushT,jepa_wm_pusht,55,6,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11401,11401,14047,3,0.7624092601257053
PushT,jepa_wm_pusht,55,6,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11401,11401,14047,6,0.696869725128276
PushT,jepa_wm_pusht,8,1,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,1,1.0598862072665893
PushT,jepa_wm_pusht,8,1,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,3,0.8285984801477478
PushT,jepa_wm_pusht,8,1,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,6,0.7755975524229421
PushT,jepa_wm_pusht,9,1,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,1,1.324739891271342
PushT,jepa_wm_pusht,9,1,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,3,0.943326731367312
PushT,jepa_wm_pusht,9,1,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,6,0.784615428007968
PushT,jepa_wm_pusht,10,1,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,1,1.3825809583404576
PushT,jepa_wm_pusht,10,1,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,3,1.1357590409001193
PushT,jepa_wm_pusht,10,1,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,6,1.073390934212849
PushT,jepa_wm_pusht,11,1,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,1,1.6188072816861125
PushT,jepa_wm_pusht,11,1,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,3,0.9148358554637241
PushT,jepa_wm_pusht,11,1,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,6,0.9664718922455653
PushT,jepa_wm_pusht,12,1,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,1,1.2118851864391968
PushT,jepa_wm_pusht,12,1,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,3,0.858142875387839
PushT,jepa_wm_pusht,12,1,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,6,0.8171277076212962
PushT,jepa_wm_pusht,13,1,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,1,1.3048610868189716
PushT,jepa_wm_pusht,13,1,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,3,0.8502719267134702
PushT,jepa_wm_pusht,13,1,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,6,0.8254461882549293
PushT,jepa_wm_pusht,14,1,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,1,0.48840839032358996
PushT,jepa_wm_pusht,14,1,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,3,0.5850650087829768
PushT,jepa_wm_pusht,14,1,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,6,0.6326044179451433
PushT,jepa_wm_pusht,15,1,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,1,0.5549646957862959
PushT,jepa_wm_pusht,15,1,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,3,0.6700235076743901
PushT,jepa_wm_pusht,15,1,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,6,0.6912909526688356
PushT,jepa_wm_pusht,16,2,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,1,1.307454543022583
PushT,jepa_wm_pusht,16,2,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,3,1.1394922849461415
PushT,jepa_wm_pusht,16,2,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,6,1.0944115814931281
PushT,jepa_wm_pusht,17,2,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,1,0.669348225234551
PushT,jepa_wm_pusht,17,2,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,3,0.8221579315708514
PushT,jepa_wm_pusht,17,2,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,6,0.7916019683092976
PushT,jepa_wm_pusht,18,2,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,1,0.587316967979821
PushT,jepa_wm_pusht,18,2,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,3,0.5905396473491723
PushT,jepa_wm_pusht,18,2,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,6,0.6371983764899593
PushT,jepa_wm_pusht,19,2,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,1,0.8440869455004323
PushT,jepa_wm_pusht,19,2,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,3,0.7410427830396284
PushT,jepa_wm_pusht,19,2,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,6,0.6782298978674541
PushT,jepa_wm_pusht,20,2,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,1,1.0640135932199004
PushT,jepa_wm_pusht,20,2,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,3,0.7717706017462374
PushT,jepa_wm_pusht,20,2,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,6,0.7390359679729207
PushT,jepa_wm_pusht,21,2,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,1,0.6040806122274724
PushT,jepa_wm_pusht,21,2,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,3,0.7765721787020686
PushT,jepa_wm_pusht,21,2,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,6,0.7901097773805247
PushT,jepa_wm_pusht,22,2,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,1,0.6478613680356068
PushT,jepa_wm_pusht,22,2,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,3,0.770711129252319
PushT,jepa_wm_pusht,22,2,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,6,0.7211972744143661
PushT,jepa_wm_pusht,23,2,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,1,0.9422683094942167
PushT,jepa_wm_pusht,23,2,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,3,0.6503611369726986
PushT,jepa_wm_pusht,23,2,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,6,0.6600976658702006
PushT,jepa_wm_pusht,48,6,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,1,1.7465854496218864
PushT,jepa_wm_pusht,48,6,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,3,0.8069873956185235
PushT,jepa_wm_pusht,48,6,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,6,0.8038545046476107
PushT,jepa_wm_pusht,49,6,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,1,1.2657258269604155
PushT,jepa_wm_pusht,49,6,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,3,0.7405475977317189
PushT,jepa_wm_pusht,49,6,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,6,0.6819809617408553
PushT,jepa_wm_pusht,50,6,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,1,1.1130906741103288
PushT,jepa_wm_pusht,50,6,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,3,0.7991659302825093
PushT,jepa_wm_pusht,50,6,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,6,0.8851404795357511
PushT,jepa_wm_pusht,51,6,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,1,1.303805520086932
PushT,jepa_wm_pusht,51,6,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,3,0.815838428803156
PushT,jepa_wm_pusht,51,6,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,6,0.7194233063991612
PushT,jepa_wm_pusht,52,6,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,1,0.742539619496905
PushT,jepa_wm_pusht,52,6,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,3,0.6908811541265594
PushT,jepa_wm_pusht,52,6,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,6,0.6629932542507974
PushT,jepa_wm_pusht,53,6,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,1,1.0519819796364238
PushT,jepa_wm_pusht,53,6,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,3,0.7398925030322981
PushT,jepa_wm_pusht,53,6,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,6,0.7372161979558145
PushT,jepa_wm_pusht,54,6,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,1,1.44936502529336
PushT,jepa_wm_pusht,54,6,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,3,1.2572300530536369
PushT,jepa_wm_pusht,54,6,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,6,1.1491004729640455
PushT,jepa_wm_pusht,55,6,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,1,0.672248305262418
PushT,jepa_wm_pusht,55,6,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,3,0.7750770619460313
PushT,jepa_wm_pusht,55,6,fidelity_constrained_latent_only,fidelity_constrained_latent_only__seed11419,11419,14047,6,0.7391387369850639
PushT,jepa_wm_pusht,8,1,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,1,1.053508548687701
PushT,jepa_wm_pusht,8,1,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,3,0.8764626990951739
PushT,jepa_wm_pusht,8,1,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,6,0.830367889057137
PushT,jepa_wm_pusht,9,1,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,1,1.3384494062881265
PushT,jepa_wm_pusht,9,1,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,3,0.9698369542566272
PushT,jepa_wm_pusht,9,1,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,6,0.8192705088066082
PushT,jepa_wm_pusht,10,1,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,1,1.4029628528329916
PushT,jepa_wm_pusht,10,1,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,3,1.1144894531141256
PushT,jepa_wm_pusht,10,1,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,6,1.0518539884753262
PushT,jepa_wm_pusht,11,1,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,1,1.5831829185546273
PushT,jepa_wm_pusht,11,1,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,3,0.8825496387883289
PushT,jepa_wm_pusht,11,1,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,6,0.8950850708183079
PushT,jepa_wm_pusht,12,1,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,1,1.2060962445747443
PushT,jepa_wm_pusht,12,1,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,3,0.8809480997432733
PushT,jepa_wm_pusht,12,1,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,6,0.7754725601073599
PushT,jepa_wm_pusht,13,1,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,1,1.310167852249597
PushT,jepa_wm_pusht,13,1,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,3,0.8844188485764612
PushT,jepa_wm_pusht,13,1,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,6,0.8277927568742292
PushT,jepa_wm_pusht,14,1,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,1,0.494215526974694
PushT,jepa_wm_pusht,14,1,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,3,0.6267834760168984
PushT,jepa_wm_pusht,14,1,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,6,0.6866932609192121
PushT,jepa_wm_pusht,15,1,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,1,0.5860684432294156
PushT,jepa_wm_pusht,15,1,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,3,0.7463529339630075
PushT,jepa_wm_pusht,15,1,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,6,0.7684317746401633
PushT,jepa_wm_pusht,16,2,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,1,1.3300569530933313
PushT,jepa_wm_pusht,16,2,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,3,1.1540849367103063
PushT,jepa_wm_pusht,16,2,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,6,1.0832209705980604
PushT,jepa_wm_pusht,17,2,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,1,0.6630324778812994
PushT,jepa_wm_pusht,17,2,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,3,0.8456850400165611
PushT,jepa_wm_pusht,17,2,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,6,0.777799889894796
PushT,jepa_wm_pusht,18,2,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,1,0.6078939496972079
PushT,jepa_wm_pusht,18,2,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,3,0.6460108527946132
PushT,jepa_wm_pusht,18,2,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,6,0.7070803764390514
PushT,jepa_wm_pusht,19,2,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,1,0.8533329012342282
PushT,jepa_wm_pusht,19,2,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,3,0.7998689942762587
PushT,jepa_wm_pusht,19,2,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,6,0.7367862626238114
PushT,jepa_wm_pusht,20,2,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,1,1.0802487293097969
PushT,jepa_wm_pusht,20,2,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,3,0.8249505018608484
PushT,jepa_wm_pusht,20,2,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,6,0.7378559890500266
PushT,jepa_wm_pusht,21,2,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,1,0.6184154187394998
PushT,jepa_wm_pusht,21,2,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,3,0.81266623883785
PushT,jepa_wm_pusht,21,2,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,6,0.8415119649698065
PushT,jepa_wm_pusht,22,2,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,1,0.6578994045341822
PushT,jepa_wm_pusht,22,2,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,3,0.8333530156948311
PushT,jepa_wm_pusht,22,2,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,6,0.7682958166065543
PushT,jepa_wm_pusht,23,2,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,1,0.9776691695498783
PushT,jepa_wm_pusht,23,2,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,3,0.684253048937282
PushT,jepa_wm_pusht,23,2,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,6,0.767386724692787
PushT,jepa_wm_pusht,48,6,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,1,1.7288720533513973
PushT,jepa_wm_pusht,48,6,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,3,0.8020993715793857
PushT,jepa_wm_pusht,48,6,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,6,0.7973770556562509
PushT,jepa_wm_pusht,49,6,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,1,1.2667172246297853
PushT,jepa_wm_pusht,49,6,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,3,0.7909679930511061
PushT,jepa_wm_pusht,49,6,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,6,0.7060665113848147
PushT,jepa_wm_pusht,50,6,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,1,1.1281030391451576
PushT,jepa_wm_pusht,50,6,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,3,0.836331944092063
PushT,jepa_wm_pusht,50,6,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,6,0.9986962833504138
PushT,jepa_wm_pusht,51,6,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,1,1.3466654639190911
PushT,jepa_wm_pusht,51,6,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,3,0.8502935404795612
PushT,jepa_wm_pusht,51,6,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,6,0.7728141218761724
PushT,jepa_wm_pusht,52,6,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,1,0.7461295239844861
PushT,jepa_wm_pusht,52,6,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,3,0.7528380605666616
PushT,jepa_wm_pusht,52,6,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,6,0.7376039972275535
PushT,jepa_wm_pusht,53,6,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,1,1.0607731180580584
PushT,jepa_wm_pusht,53,6,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,3,0.7943905565786088
PushT,jepa_wm_pusht,53,6,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,6,0.787313920530771
PushT,jepa_wm_pusht,54,6,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,1,1.4279600258134266
PushT,jepa_wm_pusht,54,6,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,3,1.236619024399598
PushT,jepa_wm_pusht,54,6,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,6,1.1326094486020897
PushT,jepa_wm_pusht,55,6,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,1,0.6818959216255881
PushT,jepa_wm_pusht,55,6,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,3,0.8021668866635144
PushT,jepa_wm_pusht,55,6,fidelity_constrained_shuffled_geometry,fidelity_constrained_shuffled_geometry__seed11419,11419,14047,6,0.7128861553183125
PushT,jepa_wm_pusht,8,1,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11419,11419,14047,1,1.0512859914706656
PushT,jepa_wm_pusht,8,1,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11419,11419,14047,3,0.8435865500702132
PushT,jepa_wm_pusht,8,1,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11419,11419,14047,6,0.774132510994313
PushT,jepa_wm_pusht,9,1,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11419,11419,14047,1,1.331222458550856
PushT,jepa_wm_pusht,9,1,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11419,11419,14047,3,0.919748355423637
PushT,jepa_wm_pusht,9,1,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11419,11419,14047,6,0.767755866985409
PushT,jepa_wm_pusht,10,1,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11419,11419,14047,1,1.3913873282118423
PushT,jepa_wm_pusht,10,1,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11419,11419,14047,3,1.1110355539963264
PushT,jepa_wm_pusht,10,1,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11419,11419,14047,6,1.051936538298647
PushT,jepa_wm_pusht,11,1,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11419,11419,14047,1,1.5790107347241427
PushT,jepa_wm_pusht,11,1,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11419,11419,14047,3,0.8907889524072139
PushT,jepa_wm_pusht,11,1,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11419,11419,14047,6,0.9118315102039174
PushT,jepa_wm_pusht,12,1,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11419,11419,14047,1,1.1857100740823254
PushT,jepa_wm_pusht,12,1,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11419,11419,14047,3,0.8591907048642189
PushT,jepa_wm_pusht,12,1,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11419,11419,14047,6,0.7829794819945423
PushT,jepa_wm_pusht,13,1,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11419,11419,14047,1,1.3004229971858574
PushT,jepa_wm_pusht,13,1,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11419,11419,14047,3,0.8525387952896176
PushT,jepa_wm_pusht,13,1,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11419,11419,14047,6,0.8174985726416615
PushT,jepa_wm_pusht,14,1,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11419,11419,14047,1,0.48960319353145026
PushT,jepa_wm_pusht,14,1,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11419,11419,14047,3,0.5842436955066389
PushT,jepa_wm_pusht,14,1,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11419,11419,14047,6,0.6186016398932263
PushT,jepa_wm_pusht,15,1,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11419,11419,14047,1,0.5566301557609071
PushT,jepa_wm_pusht,15,1,fidelity_constrained_matched_geometry,fidelity_constrained_matched_geometry__seed11419,11419,14047,3,0.6765744695530116
