environment,method,adaptation_seed,projection_seed,horizon,metric,estimate,low,high,n_tasks,n_bootstrap,task_means_json
PushT,fidelity_constrained_latent_only,11401,14011,3,pose_error,0.08702133564360144,0.07137640652180248,0.1090657367527122,3,2000,"{""1"": 0.07137640652180248, ""2"": 0.1090657367527122, ""6"": 0.08062186365628964}"
PushT,fidelity_constrained_latent_only,11401,14011,3,selected_is_null,0.041666666666666664,0.0,0.125,3,2000,"{""1"": 0.125, ""2"": 0.0, ""6"": 0.0}"
PushT,fidelity_constrained_latent_only,11401,14011,6,normalized_regret,0.20997288043147125,0.051562353127594086,0.3853905558270017,3,2000,"{""1"": 0.38539055582700177, ""2"": 0.19296573233981798, ""6"": 0.051562353127594086}"
PushT,fidelity_constrained_latent_only,11401,14011,6,weighted_pairwise_accuracy,0.68372816847427,0.6317952201209731,0.7818013767387293,3,2000,"{""1"": 0.6317952201209731, ""2"": 0.6375879085631075, ""6"": 0.7818013767387293}"
PushT,fidelity_constrained_latent_only,11401,14011,6,top1_correct,0.5,0.375,0.625,3,2000,"{""1"": 0.375, ""2"": 0.5, ""6"": 0.625}"
PushT,fidelity_constrained_latent_only,11401,14011,6,normalized_margin_rmse,1.0714066995077884,1.0052268554665085,1.1736755302995339,3,2000,"{""1"": 1.1736755302995339, ""2"": 1.035317712757323, ""6"": 1.0052268554665085}"
PushT,fidelity_constrained_latent_only,11401,14011,6,pose_error,0.11726129286243708,0.09713267567137375,0.1359938843732185,3,2000,"{""1"": 0.09713267567137375, ""2"": 0.1359938843732185, ""6"": 0.11865731854271899}"
PushT,fidelity_constrained_latent_only,11401,14011,6,selected_is_null,0.0,0.0,0.0,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": 0.0}"
PushT,fidelity_constrained_latent_only,11401,14029,1,normalized_regret,0.25129742672686534,0.17365105508785286,0.3732298173554276,3,2000,"{""1"": 0.1736510550878529, ""2"": 0.20701140773731555, ""6"": 0.3732298173554276}"
PushT,fidelity_constrained_latent_only,11401,14029,1,weighted_pairwise_accuracy,0.6180022136298836,0.4277409365599489,0.7873028923261827,3,2000,"{""1"": 0.7873028923261827, ""2"": 0.6389628120035191, ""6"": 0.4277409365599488}"
PushT,fidelity_constrained_latent_only,11401,14029,1,top1_correct,0.5,0.375,0.625,3,2000,"{""1"": 0.375, ""2"": 0.625, ""6"": 0.5}"
PushT,fidelity_constrained_latent_only,11401,14029,1,normalized_margin_rmse,4.977374416438626,1.9084422839194561,8.786837174560777,3,2000,"{""1"": 1.9084422839194561, ""2"": 8.786837174560777, ""6"": 4.236843790835644}"
PushT,fidelity_constrained_latent_only,11401,14029,1,pose_error,0.10540296387150255,0.09132099647548375,0.12176316150033928,3,2000,"{""1"": 0.10312473363868464, ""2"": 0.12176316150033928, ""6"": 0.09132099647548375}"
PushT,fidelity_constrained_latent_only,11401,14029,1,selected_is_null,0.0,0.0,0.0,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": 0.0}"
PushT,fidelity_constrained_latent_only,11401,14029,3,normalized_regret,0.22243486565239215,0.2092667816231419,0.23585293840171295,3,2000,"{""1"": 0.2092667816231419, ""2"": 0.22218487693232164, ""6"": 0.23585293840171295}"
PushT,fidelity_constrained_latent_only,11401,14029,3,weighted_pairwise_accuracy,0.7419832704853807,0.6777594666810828,0.8126001632402424,3,2000,"{""1"": 0.7355901815348168, ""2"": 0.6777594666810829, ""6"": 0.8126001632402424}"
PushT,fidelity_constrained_latent_only,11401,14029,3,top1_correct,0.3333333333333333,0.125,0.5,3,2000,"{""1"": 0.5, ""2"": 0.375, ""6"": 0.125}"
PushT,fidelity_constrained_latent_only,11401,14029,3,normalized_margin_rmse,1.2284235809449389,0.8707135925704019,1.6226129601240382,3,2000,"{""1"": 1.191944190140377, ""2"": 1.6226129601240382, ""6"": 0.8707135925704019}"
PushT,fidelity_constrained_latent_only,11401,14029,3,pose_error,0.10256245620794237,0.0848350885614325,0.12886835103164218,3,2000,"{""1"": 0.09398392903075242, ""2"": 0.12886835103164218, ""6"": 0.0848350885614325}"
PushT,fidelity_constrained_latent_only,11401,14029,3,selected_is_null,0.0,0.0,0.0,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": 0.0}"
PushT,fidelity_constrained_latent_only,11401,14029,6,normalized_regret,0.29120382347273804,0.23793628214460782,0.3395321575151526,3,2000,"{""1"": 0.23793628214460782, ""2"": 0.2961430307584536, ""6"": 0.3395321575151526}"
PushT,fidelity_constrained_latent_only,11401,14029,6,weighted_pairwise_accuracy,0.6604984385292857,0.6219566314672355,0.7054057610989249,3,2000,"{""1"": 0.6219566314672355, ""2"": 0.6541329230216966, ""6"": 0.7054057610989249}"
PushT,fidelity_constrained_latent_only,11401,14029,6,top1_correct,0.375,0.25,0.5,3,2000,"{""1"": 0.375, ""2"": 0.5, ""6"": 0.25}"
PushT,fidelity_constrained_latent_only,11401,14029,6,normalized_margin_rmse,1.115692181043334,1.0358316672201635,1.211903998740787,3,2000,"{""1"": 1.211903998740787, ""2"": 1.0993408771690514, ""6"": 1.0358316672201635}"
PushT,fidelity_constrained_latent_only,11401,14029,6,pose_error,0.13072564180763552,0.1186790391843582,0.14760302340315962,3,2000,"{""1"": 0.1186790391843582, ""2"": 0.14760302340315962, ""6"": 0.12589486283538875}"
PushT,fidelity_constrained_latent_only,11401,14029,6,selected_is_null,0.0,0.0,0.0,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": 0.0}"
PushT,fidelity_constrained_latent_only,11401,14047,1,normalized_regret,0.38521572854992364,0.2942928878094987,0.4359417505161271,3,2000,"{""1"": 0.2942928878094987, ""2"": 0.4359417505161271, ""6"": 0.4254125473241452}"
PushT,fidelity_constrained_latent_only,11401,14047,1,weighted_pairwise_accuracy,0.5241585967246466,0.4769028339805422,0.5775280502272485,3,2000,"{""1"": 0.5775280502272485, ""2"": 0.5180449059661492, ""6"": 0.47690283398054223}"
PushT,fidelity_constrained_latent_only,11401,14047,1,top1_correct,0.375,0.25,0.5,3,2000,"{""1"": 0.375, ""2"": 0.5, ""6"": 0.25}"
PushT,fidelity_constrained_latent_only,11401,14047,1,normalized_margin_rmse,4.28038924503511,1.825847243303228,5.72639883758404,3,2000,"{""1"": 1.825847243303228, ""2"": 5.288921654218063, ""6"": 5.72639883758404}"
PushT,fidelity_constrained_latent_only,11401,14047,1,pose_error,0.0781917094909876,0.0633288584313298,0.0967676704974662,3,2000,"{""1"": 0.07447859954416683, ""2"": 0.09676767049746618, ""6"": 0.0633288584313298}"
PushT,fidelity_constrained_latent_only,11401,14047,1,selected_is_null,0.125,0.0,0.25,3,2000,"{""1"": 0.25, ""2"": 0.0, ""6"": 0.125}"
PushT,fidelity_constrained_latent_only,11401,14047,3,normalized_regret,0.22957963711980364,0.13660215794529704,0.37548567719960113,3,2000,"{""1"": 0.1766510762145127, ""2"": 0.37548567719960113, ""6"": 0.13660215794529704}"
PushT,fidelity_constrained_latent_only,11401,14047,3,weighted_pairwise_accuracy,0.7913866523242458,0.744026576584473,0.863518877489242,3,2000,"{""1"": 0.7440265765844731, ""2"": 0.7666145028990221, ""6"": 0.863518877489242}"
PushT,fidelity_constrained_latent_only,11401,14047,3,top1_correct,0.4166666666666667,0.25,0.625,3,2000,"{""1"": 0.625, ""2"": 0.25, ""6"": 0.375}"
PushT,fidelity_constrained_latent_only,11401,14047,3,normalized_margin_rmse,1.0172215110263707,0.6947863626171383,1.2964649776886779,3,2000,"{""1"": 1.060413192773296, ""2"": 1.2964649776886779, ""6"": 0.6947863626171383}"
PushT,fidelity_constrained_latent_only,11401,14047,3,pose_error,0.09004758657783958,0.07471419064028095,0.11761445332602878,3,2000,"{""1"": 0.077814115767209, ""2"": 0.11761445332602878, ""6"": 0.07471419064028095}"
PushT,fidelity_constrained_latent_only,11401,14047,3,selected_is_null,0.041666666666666664,0.0,0.125,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": 0.125}"
PushT,fidelity_constrained_latent_only,11401,14047,6,normalized_regret,0.22807397942697957,0.10234726103799324,0.4043268293270276,3,2000,"{""1"": 0.4043268293270276, ""2"": 0.17754784791591777, ""6"": 0.10234726103799324}"
PushT,fidelity_constrained_latent_only,11401,14047,6,weighted_pairwise_accuracy,0.7268824104847859,0.6463174832825326,0.8437985109943531,3,2000,"{""1"": 0.6463174832825326, ""2"": 0.6905312371774717, ""6"": 0.8437985109943531}"
PushT,fidelity_constrained_latent_only,11401,14047,6,top1_correct,0.25,0.0,0.5,3,2000,"{""1"": 0.0, ""2"": 0.5, ""6"": 0.25}"
PushT,fidelity_constrained_latent_only,11401,14047,6,normalized_margin_rmse,1.0121557970045114,0.8085137503134089,1.1808557390987784,3,2000,"{""1"": 1.0470979016013473, ""2"": 1.1808557390987784, ""6"": 0.808513750313409}"
PushT,fidelity_constrained_latent_only,11401,14047,6,pose_error,0.11809148901766413,0.103406772139297,0.14203322805675006,3,2000,"{""1"": 0.103406772139297, ""2"": 0.14203322805675006, ""6"": 0.10883446685694534}"
PushT,fidelity_constrained_latent_only,11401,14047,6,selected_is_null,0.0,0.0,0.0,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": 0.0}"
PushT,fidelity_constrained_latent_only,11401,14065,1,normalized_regret,0.35109063455414874,0.11488593896873889,0.5650941036366038,3,2000,"{""1"": 0.5650941036366038, ""2"": 0.37329186105710355, ""6"": 0.11488593896873889}"
PushT,fidelity_constrained_latent_only,11401,14065,1,weighted_pairwise_accuracy,0.550735394825124,0.34013956970782006,0.6608409282103842,3,2000,"{""1"": 0.34013956970782006, ""2"": 0.6608409282103842, ""6"": 0.6512256865571676}"
PushT,fidelity_constrained_latent_only,11401,14065,1,top1_correct,0.4166666666666667,0.25,0.625,3,2000,"{""1"": 0.25, ""2"": 0.375, ""6"": 0.625}"
PushT,fidelity_constrained_latent_only,11401,14065,1,normalized_margin_rmse,5.053411383683034,2.1347026169810515,8.785026756466774,3,2000,"{""1"": 2.1347026169810515, ""2"": 8.785026756466774, ""6"": 4.240504777601277}"
PushT,fidelity_constrained_latent_only,11401,14065,1,pose_error,0.07856363222072178,0.06095106427437478,0.09091431301999375,3,2000,"{""1"": 0.08382551936779684, ""2"": 0.09091431301999375, ""6"": 0.060951064274374786}"
PushT,fidelity_constrained_latent_only,11401,14065,1,selected_is_null,0.125,0.0,0.25,3,2000,"{""1"": 0.25, ""2"": 0.0, ""6"": 0.125}"
PushT,fidelity_constrained_latent_only,11401,14065,3,normalized_regret,0.1177989237499293,0.08638917396275465,0.1690004110292899,3,2000,"{""1"": 0.16900041102928992, ""2"": 0.09800718625774335, ""6"": 0.08638917396275465}"
PushT,fidelity_constrained_latent_only,11401,14065,3,weighted_pairwise_accuracy,0.7750470052212108,0.7376840825421556,0.803614914041837,3,2000,"{""1"": 0.7838420190796398, ""2"": 0.7376840825421556, ""6"": 0.8036149140418372}"
PushT,fidelity_constrained_latent_only,11401,14065,3,top1_correct,0.5,0.375,0.625,3,2000,"{""1"": 0.375, ""2"": 0.5, ""6"": 0.625}"
PushT,fidelity_constrained_latent_only,11401,14065,3,normalized_margin_rmse,1.1083947206765163,0.8092409913449771,1.320321624654225,3,2000,"{""1"": 1.1956215460303472, ""2"": 1.320321624654225, ""6"": 0.809240991344977}"
PushT,fidelity_constrained_latent_only,11401,14065,3,pose_error,0.09053485649483821,0.07652003299316015,0.11580639569973294,3,2000,"{""1"": 0.0792781407916215, ""2"": 0.11580639569973294, ""6"": 0.07652003299316015}"
PushT,fidelity_constrained_latent_only,11401,14065,3,selected_is_null,0.0,0.0,0.0,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": 0.0}"
PushT,fidelity_constrained_latent_only,11401,14065,6,normalized_regret,0.23616405810889204,0.17855022494625872,0.3212581980873214,3,2000,"{""1"": 0.3212581980873214, ""2"": 0.20868375129309596, ""6"": 0.17855022494625872}"
PushT,fidelity_constrained_latent_only,11401,14065,6,weighted_pairwise_accuracy,0.7115785342952705,0.672362427318264,0.7792580724228676,3,2000,"{""1"": 0.672362427318264, ""2"": 0.6831151031446803, ""6"": 0.7792580724228675}"
PushT,fidelity_constrained_latent_only,11401,14065,6,top1_correct,0.4166666666666667,0.375,0.5,3,2000,"{""1"": 0.375, ""2"": 0.375, ""6"": 0.5}"
PushT,fidelity_constrained_latent_only,11401,14065,6,normalized_margin_rmse,1.119529828651707,0.9456876898651988,1.237618540736051,3,2000,"{""1"": 1.237618540736051, ""2"": 1.1752832553538717, ""6"": 0.9456876898651988}"
PushT,fidelity_constrained_latent_only,11401,14065,6,pose_error,0.11894383595994264,0.10762312642640187,0.13288659088225427,3,2000,"{""1"": 0.10762312642640187, ""2"": 0.13288659088225427, ""6"": 0.11632179057117178}"
PushT,fidelity_constrained_latent_only,11401,14065,6,selected_is_null,0.0,0.0,0.0,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": 0.0}"
PushT,fidelity_constrained_latent_only,11401,14083,1,normalized_regret,0.29860381074709375,0.20521755904521044,0.41711216025647974,3,2000,"{""1"": 0.2734817129395911, ""2"": 0.4171121602564797, ""6"": 0.20521755904521044}"
PushT,fidelity_constrained_latent_only,11401,14083,1,weighted_pairwise_accuracy,0.5483983553714121,0.42290335426684944,0.6391272385007211,3,2000,"{""1"": 0.583164473346666, ""2"": 0.42290335426684944, ""6"": 0.6391272385007211}"
PushT,fidelity_constrained_latent_only,11401,14083,1,top1_correct,0.375,0.25,0.5,3,2000,"{""1"": 0.25, ""2"": 0.375, ""6"": 0.5}"
PushT,fidelity_constrained_latent_only,11401,14083,1,normalized_margin_rmse,7.358310100482654,2.0778304011765907,10.38335231582603,3,2000,"{""1"": 2.0778304011765907, ""2"": 10.38335231582603, ""6"": 9.613747584445338}"
PushT,fidelity_constrained_latent_only,11401,14083,1,pose_error,0.0909190677386034,0.05799742023135629,0.11101596152614084,3,2000,"{""1"": 0.10374382145831305, ""2"": 0.11101596152614084, ""6"": 0.05799742023135629}"
PushT,fidelity_constrained_latent_only,11401,14083,1,selected_is_null,0.041666666666666664,0.0,0.125,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": 0.125}"
PushT,fidelity_constrained_latent_only,11401,14083,3,normalized_regret,0.3344010305038407,0.2412996619430344,0.5064622150530231,3,2000,"{""1"": 0.5064622150530231, ""2"": 0.2554412145154646, ""6"": 0.24129966194303437}"
PushT,fidelity_constrained_latent_only,11401,14083,3,weighted_pairwise_accuracy,0.6878350039993757,0.5340871920040158,0.7690378510525294,3,2000,"{""1"": 0.5340871920040158, ""2"": 0.7603799689415816, ""6"": 0.7690378510525295}"
PushT,fidelity_constrained_latent_only,11401,14083,3,top1_correct,0.3333333333333333,0.25,0.5,3,2000,"{""1"": 0.25, ""2"": 0.5, ""6"": 0.25}"
PushT,fidelity_constrained_latent_only,11401,14083,3,normalized_margin_rmse,1.2031022220219956,0.8371543269679599,1.5436696026406314,3,2000,"{""1"": 1.2284827364573951, ""2"": 1.5436696026406316, ""6"": 0.8371543269679599}"
PushT,fidelity_constrained_latent_only,11401,14083,3,pose_error,0.10216865912735477,0.0798916885211361,0.13161411312416949,3,2000,"{""1"": 0.0798916885211361, ""2"": 0.13161411312416949, ""6"": 0.0950001757367587}"
PushT,fidelity_constrained_latent_only,11401,14083,3,selected_is_null,0.125,0.0,0.25,3,2000,"{""1"": 0.25, ""2"": 0.0, ""6"": 0.125}"
PushT,fidelity_constrained_latent_only,11401,14083,6,normalized_regret,0.26651562799562606,0.19341060259421125,0.32702419523355963,3,2000,"{""1"": 0.32702419523355963, ""2"": 0.2791120861591073, ""6"": 0.19341060259421125}"
PushT,fidelity_constrained_latent_only,11401,14083,6,weighted_pairwise_accuracy,0.7160782941041058,0.6759697844885325,0.7731294696583862,3,2000,"{""1"": 0.6991356281653988, ""2"": 0.6759697844885324, ""6"": 0.7731294696583862}"
PushT,fidelity_constrained_latent_only,11401,14083,6,top1_correct,0.20833333333333334,0.125,0.375,3,2000,"{""1"": 0.125, ""2"": 0.375, ""6"": 0.125}"
PushT,fidelity_constrained_latent_only,11401,14083,6,normalized_margin_rmse,1.0136304824617266,0.9378362210864704,1.1221505314977729,3,2000,"{""1"": 0.9809046948009367, ""2"": 1.1221505314977729, ""6"": 0.9378362210864704}"
PushT,fidelity_constrained_latent_only,11401,14083,6,pose_error,0.12581837769157134,0.10730258448847756,0.14453643932550958,3,2000,"{""1"": 0.10730258448847754, ""2"": 0.14453643932550958, ""6"": 0.12561610926072686}"
PushT,fidelity_constrained_latent_only,11401,14083,6,selected_is_null,0.0,0.0,0.0,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": 0.0}"
PushT,fidelity_constrained_latent_only,11419,14011,1,normalized_regret,0.3620849475870336,0.23780461484971135,0.49031139276528335,3,2000,"{""1"": 0.23780461484971133, ""2"": 0.3581388351461061, ""6"": 0.49031139276528335}"
PushT,fidelity_constrained_latent_only,11419,14011,1,weighted_pairwise_accuracy,0.48141399149280334,0.4037799055354992,0.545593945627143,3,2000,"{""1"": 0.545593945627143, ""2"": 0.49486812331576796, ""6"": 0.4037799055354992}"
PushT,fidelity_constrained_latent_only,11419,14011,1,top1_correct,0.4583333333333333,0.25,0.625,3,2000,"{""1"": 0.625, ""2"": 0.5, ""6"": 0.25}"
PushT,fidelity_constrained_latent_only,11419,14011,1,normalized_margin_rmse,5.256929067075241,1.9851078831648845,8.017982763344252,3,2000,"{""1"": 1.9851078831648845, ""2"": 5.767696554716586, ""6"": 8.017982763344252}"
PushT,fidelity_constrained_latent_only,11419,14011,1,pose_error,0.08675476030214606,0.07593055794933569,0.10414226089657025,3,2000,"{""1"": 0.10414226089657025, ""2"": 0.07593055794933569, ""6"": 0.08019146206053224}"
PushT,fidelity_constrained_latent_only,11419,14011,1,selected_is_null,0.041666666666666664,0.0,0.125,3,2000,"{""1"": 0.0, ""2"": 0.125, ""6"": 0.0}"
PushT,fidelity_constrained_latent_only,11419,14011,3,normalized_regret,0.24631562385457573,0.11933730067421479,0.4136161311593359,3,2000,"{""1"": 0.20599343973017642, ""2"": 0.41361613115933593, ""6"": 0.11933730067421479}"
PushT,fidelity_constrained_latent_only,11419,14011,3,weighted_pairwise_accuracy,0.7163716717504193,0.6172622874194984,0.7764389994888287,3,2000,"{""1"": 0.7764389994888286, ""2"": 0.6172622874194984, ""6"": 0.7554137283429307}"
PushT,fidelity_constrained_latent_only,11419,14011,3,top1_correct,0.4166666666666667,0.25,0.625,3,2000,"{""1"": 0.625, ""2"": 0.25, ""6"": 0.375}"
PushT,fidelity_constrained_latent_only,11419,14011,3,normalized_margin_rmse,1.2446273024933778,1.007580936703246,1.6139034262438965,3,2000,"{""1"": 1.1123975445329912, ""2"": 1.6139034262438965, ""6"": 1.007580936703246}"
PushT,fidelity_constrained_latent_only,11419,14011,3,pose_error,0.08714686749645818,0.07186173667629692,0.10947204947734095,3,2000,"{""1"": 0.07186173667629692, ""2"": 0.10947204947734093, ""6"": 0.08010681633573673}"
PushT,fidelity_constrained_latent_only,11419,14011,3,selected_is_null,0.041666666666666664,0.0,0.125,3,2000,"{""1"": 0.125, ""2"": 0.0, ""6"": 0.0}"
PushT,fidelity_constrained_latent_only,11419,14011,6,normalized_regret,0.20997288043147125,0.051562353127594086,0.3853905558270017,3,2000,"{""1"": 0.38539055582700177, ""2"": 0.19296573233981798, ""6"": 0.051562353127594086}"
PushT,fidelity_constrained_latent_only,11419,14011,6,weighted_pairwise_accuracy,0.67928024813646,0.627817809609873,0.7773394870541592,3,2000,"{""1"": 0.6326834477453478, ""2"": 0.627817809609873, ""6"": 0.7773394870541592}"
PushT,fidelity_constrained_latent_only,11419,14011,6,top1_correct,0.5,0.375,0.625,3,2000,"{""1"": 0.375, ""2"": 0.5, ""6"": 0.625}"
PushT,fidelity_constrained_latent_only,11419,14011,6,normalized_margin_rmse,1.0727897806953959,1.0035300316266191,1.1767350005190174,3,2000,"{""1"": 1.1767350005190174, ""2"": 1.0381043099405511, ""6"": 1.0035300316266191}"
PushT,fidelity_constrained_latent_only,11419,14011,6,pose_error,0.11749201959638574,0.09720253528648531,0.1365813859883806,3,2000,"{""1"": 0.09720253528648531, ""2"": 0.1365813859883806, ""6"": 0.11869213751429131}"
PushT,fidelity_constrained_latent_only,11419,14011,6,selected_is_null,0.0,0.0,0.0,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": 0.0}"
PushT,fidelity_constrained_latent_only,11419,14029,1,normalized_regret,0.2422609966667564,0.17365105508785286,0.3461205271751007,3,2000,"{""1"": 0.1736510550878529, ""2"": 0.20701140773731555, ""6"": 0.3461205271751008}"
PushT,fidelity_constrained_latent_only,11419,14029,1,weighted_pairwise_accuracy,0.6230206483017743,0.440601427437779,0.7873028923261827,3,2000,"{""1"": 0.7873028923261827, ""2"": 0.6411576251413612, ""6"": 0.440601427437779}"
PushT,fidelity_constrained_latent_only,11419,14029,1,top1_correct,0.5,0.375,0.625,3,2000,"{""1"": 0.375, ""2"": 0.625, ""6"": 0.5}"
PushT,fidelity_constrained_latent_only,11419,14029,1,normalized_margin_rmse,5.00362123086239,1.9084855566008796,8.879528841423696,3,2000,"{""1"": 1.9084855566008796, ""2"": 8.879528841423696, ""6"": 4.222849294562595}"
PushT,fidelity_constrained_latent_only,11419,14029,1,pose_error,0.1047241331100594,0.0899829449605225,0.12023226582377626,3,2000,"{""1"": 0.10395718854587946, ""2"": 0.12023226582377625, ""6"": 0.0899829449605225}"
PushT,fidelity_constrained_latent_only,11419,14029,1,selected_is_null,0.041666666666666664,0.0,0.125,3,2000,"{""1"": 0.0, ""2"": 0.125, ""6"": 0.0}"
PushT,fidelity_constrained_latent_only,11419,14029,3,normalized_regret,0.20053428299641565,0.12728616827886047,0.32195784052583765,3,2000,"{""1"": 0.32195784052583765, ""2"": 0.15235884018454887, ""6"": 0.12728616827886047}"
PushT,fidelity_constrained_latent_only,11419,14029,3,weighted_pairwise_accuracy,0.7431546466214797,0.6849229590411706,0.8221712448385152,3,2000,"{""1"": 0.7223697359847535, ""2"": 0.6849229590411705, ""6"": 0.8221712448385152}"
PushT,fidelity_constrained_latent_only,11419,14029,3,top1_correct,0.375,0.25,0.5,3,2000,"{""1"": 0.5, ""2"": 0.375, ""6"": 0.25}"
PushT,fidelity_constrained_latent_only,11419,14029,3,normalized_margin_rmse,1.2196264311526612,0.8654477111595996,1.6145027580825342,3,2000,"{""1"": 1.1789288242158507, ""2"": 1.614502758082534, ""6"": 0.8654477111595995}"
PushT,fidelity_constrained_latent_only,11419,14029,3,pose_error,0.10190190273450743,0.08383806416894606,0.12840575060537707,3,2000,"{""1"": 0.09346189342919915, ""2"": 0.12840575060537707, ""6"": 0.08383806416894604}"
PushT,fidelity_constrained_latent_only,11419,14029,3,selected_is_null,0.0,0.0,0.0,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": 0.0}"
PushT,fidelity_constrained_latent_only,11419,14029,6,normalized_regret,0.29120382347273804,0.23793628214460782,0.3395321575151526,3,2000,"{""1"": 0.23793628214460782, ""2"": 0.2961430307584536, ""6"": 0.3395321575151526}"
PushT,fidelity_constrained_latent_only,11419,14029,6,weighted_pairwise_accuracy,0.6538557204485484,0.613118742869459,0.7014723341606658,3,2000,"{""1"": 0.613118742869459, ""2"": 0.6469760843155207, ""6"": 0.7014723341606658}"
PushT,fidelity_constrained_latent_only,11419,14029,6,top1_correct,0.375,0.25,0.5,3,2000,"{""1"": 0.375, ""2"": 0.5, ""6"": 0.25}"
PushT,fidelity_constrained_latent_only,11419,14029,6,normalized_margin_rmse,1.1200588547104913,1.036110611053496,1.2181172909191855,3,2000,"{""1"": 1.2181172909191855, ""2"": 1.105948662158793, ""6"": 1.036110611053496}"
PushT,fidelity_constrained_latent_only,11419,14029,6,pose_error,0.13068681427978912,0.11868536435850596,0.14760618216245658,3,2000,"{""1"": 0.11868536435850596, ""2"": 0.14760618216245658, ""6"": 0.12576889631840482}"
PushT,fidelity_constrained_latent_only,11419,14029,6,selected_is_null,0.0,0.0,0.0,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": 0.0}"
PushT,fidelity_constrained_latent_only,11419,14047,1,normalized_regret,0.380571406551873,0.2942928878094987,0.44777580332006056,3,2000,"{""1"": 0.2942928878094987, ""2"": 0.3996455285260596, ""6"": 0.4477758033200606}"
PushT,fidelity_constrained_latent_only,11419,14047,1,weighted_pairwise_accuracy,0.5249880133638014,0.48519023518717286,0.5761465293589704,3,2000,"{""1"": 0.5761465293589704, ""2"": 0.513627275545261, ""6"": 0.48519023518717286}"
PushT,fidelity_constrained_latent_only,11419,14047,1,top1_correct,0.375,0.25,0.5,3,2000,"{""1"": 0.375, ""2"": 0.5, ""6"": 0.25}"
PushT,fidelity_constrained_latent_only,11419,14047,1,normalized_margin_rmse,4.25334147409023,1.803573498239098,5.696495113545917,3,2000,"{""1"": 1.803573498239098, ""2"": 5.259955810485675, ""6"": 5.696495113545916}"
PushT,fidelity_constrained_latent_only,11419,14047,1,pose_error,0.07806542095401045,0.0632762787379905,0.09632311808796823,3,2000,"{""1"": 0.07459686603607264, ""2"": 0.09632311808796823, ""6"": 0.0632762787379905}"
PushT,fidelity_constrained_latent_only,11419,14047,1,selected_is_null,0.16666666666666666,0.0,0.25,3,2000,"{""1"": 0.25, ""2"": 0.0, ""6"": 0.25}"
PushT,fidelity_constrained_latent_only,11419,14047,3,normalized_regret,0.22957963711980364,0.13660215794529704,0.37548567719960113,3,2000,"{""1"": 0.1766510762145127, ""2"": 0.37548567719960113, ""6"": 0.13660215794529704}"
