environment,treatment,baseline,projection_seed,horizon,metric,positive_means_treatment_better,adaptation_seeds_averaged_within_task,estimate,low,high,n_tasks,n_bootstrap,task_means_json
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14065,3,whitened_geometry_rmse,True,3,0.005188746572294702,0.003443410971507146,0.007719066013028731,3,2000,"{""1"": 0.004403762732348229, ""2"": 0.003443410971507146, ""6"": 0.007719066013028731}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14065,3,whitened_geometry_rmse,True,3,0.03749271908708083,0.031940823196456095,0.0437535372763696,3,2000,"{""1"": 0.031940823196456095, ""2"": 0.0437535372763696, ""6"": 0.0367837967884168}"
PushT,fidelity_constrained_matched_geometry,frozen,14065,6,whitened_geometry_rmse,True,3,0.06322295883883645,0.05070607419663786,0.08368282035843844,3,2000,"{""1"": 0.05070607419663786, ""2"": 0.08368282035843844, ""6"": 0.05527998196143305}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14065,6,whitened_geometry_rmse,True,3,0.01563047092266144,0.01200294837370737,0.0196786801494403,3,2000,"{""1"": 0.01520978424483665, ""2"": 0.01200294837370737, ""6"": 0.0196786801494403}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14065,6,whitened_geometry_rmse,True,3,0.043693277514533745,0.03321831502937264,0.05789682783998527,3,2000,"{""1"": 0.03321831502937264, ""2"": 0.03996468967424332, ""6"": 0.057896827839985274}"
PushT,fidelity_constrained_matched_geometry,frozen,14083,1,whitened_geometry_rmse,True,3,0.014752434489829236,0.01014926009931917,0.017942543420362576,3,2000,"{""1"": 0.01014926009931917, ""2"": 0.017942543420362576, ""6"": 0.01616549994980596}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14083,1,whitened_geometry_rmse,True,3,0.001195332919379211,-0.004055724582226252,0.004980102686673608,3,2000,"{""1"": -0.004055724582226252, ""2"": 0.0026616206536902768, ""6"": 0.004980102686673608}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14083,1,whitened_geometry_rmse,True,3,0.01646738775454578,0.014336451942946166,0.018574281750053587,3,2000,"{""1"": 0.014336451942946166, ""2"": 0.018574281750053587, ""6"": 0.016491429570637588}"
PushT,fidelity_constrained_matched_geometry,frozen,14083,3,whitened_geometry_rmse,True,3,0.021721343657471155,0.009360667957922873,0.030291779446217942,3,2000,"{""1"": 0.030291779446217942, ""2"": 0.02551158356827265, ""6"": 0.009360667957922873}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14083,3,whitened_geometry_rmse,True,3,0.003559980185008952,0.0020147206940268427,0.005351438260585627,3,2000,"{""1"": 0.0020147206940268427, ""2"": 0.003313781600414386, ""6"": 0.005351438260585627}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14083,3,whitened_geometry_rmse,True,3,0.03591686289412583,0.030383341501273992,0.04616978605522506,3,2000,"{""1"": 0.031197461125878442, ""2"": 0.04616978605522505, ""6"": 0.030383341501273996}"
PushT,fidelity_constrained_matched_geometry,frozen,14083,6,whitened_geometry_rmse,True,3,0.05415642580032539,0.04476718019014072,0.07159151878121933,3,2000,"{""1"": 0.04476718019014071, ""2"": 0.07159151878121933, ""6"": 0.046110578429616106}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14083,6,whitened_geometry_rmse,True,3,0.013406266339243467,0.012755100684516482,0.013742838633620668,3,2000,"{""1"": 0.01372085969959325, ""2"": 0.012755100684516482, ""6"": 0.013742838633620668}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14083,6,whitened_geometry_rmse,True,3,0.0518197047941665,0.03191195237611987,0.0699179221344736,3,2000,"{""1"": 0.03191195237611987, ""2"": 0.05362923987190599, ""6"": 0.0699179221344736}"
Wall,fidelity_constrained_matched_geometry,frozen,14011,1,whitened_geometry_rmse,True,3,0.10950138118173831,0.012808743181959023,0.19832123381730038,3,2000,"{""1"": 0.11737416654595557, ""2"": 0.012808743181959025, ""6"": 0.19832123381730038}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14011,1,whitened_geometry_rmse,True,3,-0.010841667859606408,-0.04393428275472574,0.038600737006889964,3,2000,"{""1"": -0.02719145783098346, ""2"": 0.038600737006889964, ""6"": -0.04393428275472573}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14011,1,whitened_geometry_rmse,True,3,0.019525016723193785,-0.024948659521049316,0.047537517165403796,3,2000,"{""1"": 0.035986192525226876, ""2"": -0.024948659521049316, ""6"": 0.04753751716540379}"
Wall,fidelity_constrained_matched_geometry,frozen,14011,3,whitened_geometry_rmse,True,3,0.18151085931261748,0.16380908209346884,0.21126612364255012,3,2000,"{""1"": 0.1694573722018335, ""2"": 0.16380908209346884, ""6"": 0.21126612364255012}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14011,3,whitened_geometry_rmse,True,3,0.009765753021624213,-0.030438522099839323,0.04635621286007025,3,2000,"{""1"": 0.013379568304641707, ""2"": 0.04635621286007025, ""6"": -0.030438522099839323}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14011,3,whitened_geometry_rmse,True,3,0.07535615786360884,0.051838476784803654,0.09829474224794811,3,2000,"{""1"": 0.07593525455807479, ""2"": 0.05183847678480365, ""6"": 0.09829474224794811}"
Wall,fidelity_constrained_matched_geometry,frozen,14011,6,whitened_geometry_rmse,True,3,0.13003743183416874,0.11919206887661538,0.14877569595274176,3,2000,"{""1"": 0.14877569595274176, ""2"": 0.12214453067314912, ""6"": 0.11919206887661538}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14011,6,whitened_geometry_rmse,True,3,0.09634485676807487,0.03931789707204597,0.17731634131102156,3,2000,"{""1"": 0.17731634131102153, ""2"": 0.07240033192115715, ""6"": 0.03931789707204597}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14011,6,whitened_geometry_rmse,True,3,0.010743773400197937,-0.01712959789131206,0.0445213455815657,3,2000,"{""1"": 0.004839572510340166, ""2"": 0.0445213455815657, ""6"": -0.01712959789131206}"
Wall,fidelity_constrained_matched_geometry,frozen,14029,1,whitened_geometry_rmse,True,3,0.10885674235931575,0.03102113435512101,0.1694892097458456,3,2000,"{""1"": 0.12605988297698065, ""2"": 0.031021134355121015, ""6"": 0.1694892097458456}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14029,1,whitened_geometry_rmse,True,3,-0.014435899182381924,-0.04261399876642527,0.010594618560329566,3,2000,"{""1"": -0.04261399876642527, ""2"": 0.010594618560329564, ""6"": -0.01128831734105006}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14029,1,whitened_geometry_rmse,True,3,0.02008928422770101,-0.011639052999706046,0.037338150130533466,3,2000,"{""1"": 0.034568755552275614, ""2"": -0.011639052999706048, ""6"": 0.037338150130533466}"
Wall,fidelity_constrained_matched_geometry,frozen,14029,3,whitened_geometry_rmse,True,3,0.1765063460572176,0.170562479237954,0.1865146342620839,3,2000,"{""1"": 0.17244192467161484, ""2"": 0.17056247923795403, ""6"": 0.18651463426208387}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14029,3,whitened_geometry_rmse,True,3,-0.03413446071211049,-0.06058212378503347,-0.013693612919742498,3,2000,"{""1"": -0.06058212378503347, ""2"": -0.013693612919742498, ""6"": -0.028127645431555492}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14029,3,whitened_geometry_rmse,True,3,0.06656041995312283,0.05922745230844651,0.07997809485081481,3,2000,"{""1"": 0.05922745230844651, ""2"": 0.06047571270010716, ""6"": 0.07997809485081481}"
Wall,fidelity_constrained_matched_geometry,frozen,14029,6,whitened_geometry_rmse,True,3,0.12215353696871596,0.10108455231351243,0.14626659686705967,3,2000,"{""1"": 0.11910946172557582, ""2"": 0.14626659686705967, ""6"": 0.10108455231351243}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14029,6,whitened_geometry_rmse,True,3,0.11413550713536291,0.06217831115065386,0.17485839149358065,3,2000,"{""1"": 0.10536981876185421, ""2"": 0.06217831115065386, ""6"": 0.17485839149358065}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14029,6,whitened_geometry_rmse,True,3,0.018702533251625155,-0.00787011253936501,0.056555574814648374,3,2000,"{""1"": -0.00787011253936501, ""2"": 0.056555574814648374, ""6"": 0.007422137479592102}"
Wall,fidelity_constrained_matched_geometry,frozen,14047,1,whitened_geometry_rmse,True,3,0.11310047613779457,0.03957080671507571,0.16754464625636442,3,2000,"{""1"": 0.13218597544194366, ""2"": 0.03957080671507571, ""6"": 0.1675446462563644}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14047,1,whitened_geometry_rmse,True,3,-0.023228758014969163,-0.05009271341927534,0.02249525174142271,3,2000,"{""1"": -0.05009271341927534, ""2"": 0.02249525174142271, ""6"": -0.04208881236705485}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14047,1,whitened_geometry_rmse,True,3,0.02053303814287166,-0.0101927336918015,0.042869088528352105,3,2000,"{""1"": 0.028922759592064376, ""2"": -0.0101927336918015, ""6"": 0.042869088528352105}"
Wall,fidelity_constrained_matched_geometry,frozen,14047,3,whitened_geometry_rmse,True,3,0.1804122438245094,0.16552233314356452,0.1979524739382895,3,2000,"{""1"": 0.16552233314356452, ""2"": 0.1777619243916742, ""6"": 0.19795247393828946}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14047,3,whitened_geometry_rmse,True,3,-0.007502808734486462,-0.07450481372394918,0.06019186704047577,3,2000,"{""1"": -0.008195479519985976, ""2"": 0.06019186704047577, ""6"": -0.07450481372394918}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14047,3,whitened_geometry_rmse,True,3,0.06826763745315194,0.06221671690319434,0.07625458811342943,3,2000,"{""1"": 0.062216716903194344, ""2"": 0.06633160734283204, ""6"": 0.07625458811342943}"
Wall,fidelity_constrained_matched_geometry,frozen,14047,6,whitened_geometry_rmse,True,3,0.12789542879686067,0.11744533104998099,0.1358296874085275,3,2000,"{""1"": 0.1358296874085275, ""2"": 0.11744533104998099, ""6"": 0.13041126793207353}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14047,6,whitened_geometry_rmse,True,3,0.07982708662216438,-0.014468191069005812,0.15052109189157323,3,2000,"{""1"": 0.15052109189157323, ""2"": -0.01446819106900581, ""6"": 0.10342835904392575}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14047,6,whitened_geometry_rmse,True,3,0.01704277873396993,-0.00458652160691958,0.051587105241196335,3,2000,"{""1"": -0.00458652160691958, ""2"": 0.051587105241196335, ""6"": 0.004127752567633037}"
Wall,fidelity_constrained_matched_geometry,frozen,14065,1,whitened_geometry_rmse,True,3,0.09920508822072742,0.028430401884939744,0.15710244420510416,3,2000,"{""1"": 0.11208241857213834, ""2"": 0.028430401884939747, ""6"": 0.15710244420510416}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14065,1,whitened_geometry_rmse,True,3,0.0009953178393162395,-0.0252894284688259,0.04711294236379363,3,2000,"{""1"": -0.0252894284688259, ""2"": 0.04711294236379364, ""6"": -0.01883756037701902}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14065,1,whitened_geometry_rmse,True,3,0.016945016824812184,-0.005897276057587164,0.03476454093217851,3,2000,"{""1"": 0.0219677855998452, ""2"": -0.005897276057587164, ""6"": 0.03476454093217851}"
Wall,fidelity_constrained_matched_geometry,frozen,14065,3,whitened_geometry_rmse,True,3,0.16546660790739942,0.15737021850404515,0.18111943723187748,3,2000,"{""1"": 0.15791016798627566, ""2"": 0.15737021850404515, ""6"": 0.18111943723187746}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14065,3,whitened_geometry_rmse,True,3,-0.008489480220679515,-0.048931844151942815,0.023170245432528852,3,2000,"{""1"": 0.0002931580573754186, ""2"": 0.023170245432528852, ""6"": -0.048931844151942815}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14065,3,whitened_geometry_rmse,True,3,0.06400068943127883,0.05894232860467554,0.07255538450002467,3,2000,"{""1"": 0.058942328604675534, ""2"": 0.06050435518913629, ""6"": 0.07255538450002467}"
Wall,fidelity_constrained_matched_geometry,frozen,14065,6,whitened_geometry_rmse,True,3,0.13431210312332945,0.098127849218631,0.15592121342627752,3,2000,"{""1"": 0.098127849218631, ""2"": 0.1488872467250798, ""6"": 0.15592121342627752}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14065,6,whitened_geometry_rmse,True,3,0.1432617726360033,0.05253065746813851,0.19834268371509975,3,2000,"{""1"": 0.17891197672477166, ""2"": 0.05253065746813851, ""6"": 0.19834268371509972}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14065,6,whitened_geometry_rmse,True,3,0.011101292528843974,-0.01575039423803319,0.04571462505885779,3,2000,"{""1"": -0.01575039423803319, ""2"": 0.04571462505885779, ""6"": 0.003339646765707323}"
Wall,fidelity_constrained_matched_geometry,frozen,14083,1,whitened_geometry_rmse,True,3,0.11674458400368432,0.014247526009583837,0.20233673557874923,3,2000,"{""1"": 0.13364949042271984, ""2"": 0.014247526009583837, ""6"": 0.20233673557874926}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14083,1,whitened_geometry_rmse,True,3,-0.0348054458336485,-0.1218364593279961,0.03015299134647655,3,2000,"{""1"": -0.01273286951942595, ""2"": 0.030152991346476553, ""6"": -0.12183645932799611}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14083,1,whitened_geometry_rmse,True,3,0.028945010509029447,-0.014005740231116776,0.06110405281326969,3,2000,"{""1"": 0.039736718944935426, ""2"": -0.014005740231116778, ""6"": 0.06110405281326969}"
Wall,fidelity_constrained_matched_geometry,frozen,14083,3,whitened_geometry_rmse,True,3,0.169856079534033,0.1439601335003322,0.21812668935166277,3,2000,"{""1"": 0.14748141575010398, ""2"": 0.1439601335003322, ""6"": 0.21812668935166274}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14083,3,whitened_geometry_rmse,True,3,-0.061532305530016096,-0.11631852078258158,-0.018380729296686972,3,2000,"{""1"": -0.018380729296686972, ""2"": -0.049897666510779745, ""6"": -0.11631852078258156}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14083,3,whitened_geometry_rmse,True,3,0.05970784580782875,0.04153376262225767,0.07068354769187396,3,2000,"{""1"": 0.06690622710935461, ""2"": 0.04153376262225767, ""6"": 0.07068354769187396}"
Wall,fidelity_constrained_matched_geometry,frozen,14083,6,whitened_geometry_rmse,True,3,0.10597729123920979,0.04508885262771759,0.15714979457866057,3,2000,"{""1"": 0.15714979457866057, ""2"": 0.1156932265112512, ""6"": 0.04508885262771759}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14083,6,whitened_geometry_rmse,True,3,0.10467792713466822,-0.008265132199571498,0.18293674478333766,3,2000,"{""1"": 0.18293674478333766, ""2"": -0.008265132199571498, ""6"": 0.13936216882023852}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14083,6,whitened_geometry_rmse,True,3,0.0009958184418517313,-0.0317810208243489,0.02245319425547304,3,2000,"{""1"": 0.012315281894431053, ""2"": 0.02245319425547304, ""6"": -0.0317810208243489}"
