environment,model,variant,method,adaptation_seed,evaluation_projection_seed,evaluation_projection_dim,ridge,calibration_pose_mse,ridge_optimum_interior,ridge_search_audit_json
PushT,jepa_wm_pusht,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,14029,128,100.0,0.05803090026432227,True,"[{""best_index"": 5, ""best_loss"": 0.05803090026432227, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,14029,128,100.0,0.057324133607813584,True,"[{""best_index"": 5, ""best_loss"": 0.057324133607813584, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_shuffled_geometry__seed11437,fidelity_constrained_shuffled_geometry,11437,14029,128,100.0,0.05842199371174494,True,"[{""best_index"": 5, ""best_loss"": 0.05842199371174494, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_matched_geometry__seed11437,fidelity_constrained_matched_geometry,11437,14029,128,100.0,0.058137244463447875,True,"[{""best_index"": 5, ""best_loss"": 0.058137244463447875, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,frozen,frozen,-1,14047,128,100.0,0.049630125118026176,True,"[{""best_index"": 5, ""best_loss"": 0.049630125118026176, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,14047,128,100.0,0.048640138548722844,True,"[{""best_index"": 5, ""best_loss"": 0.048640138548722844, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_shuffled_geometry__seed11401,fidelity_constrained_shuffled_geometry,11401,14047,128,100.0,0.04758162662652395,True,"[{""best_index"": 5, ""best_loss"": 0.04758162662652395, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_matched_geometry__seed11401,fidelity_constrained_matched_geometry,11401,14047,128,100.0,0.04819332390620962,True,"[{""best_index"": 5, ""best_loss"": 0.04819332390620962, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_latent_only__seed11419,fidelity_constrained_latent_only,11419,14047,128,100.0,0.04851770838685746,True,"[{""best_index"": 5, ""best_loss"": 0.04851770838685746, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,14047,128,100.0,0.047683832818425725,True,"[{""best_index"": 5, ""best_loss"": 0.047683832818425725, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,14047,128,100.0,0.04828663195199242,True,"[{""best_index"": 5, ""best_loss"": 0.04828663195199242, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,14047,128,100.0,0.048690793905438214,True,"[{""best_index"": 5, ""best_loss"": 0.048690793905438214, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_shuffled_geometry__seed11437,fidelity_constrained_shuffled_geometry,11437,14047,128,100.0,0.04742175299425783,True,"[{""best_index"": 5, ""best_loss"": 0.04742175299425783, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_matched_geometry__seed11437,fidelity_constrained_matched_geometry,11437,14047,128,100.0,0.0482727222163172,True,"[{""best_index"": 5, ""best_loss"": 0.0482727222163172, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,frozen,frozen,-1,14065,128,100.0,0.05559396505138391,True,"[{""best_index"": 5, ""best_loss"": 0.05559396505138391, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,14065,128,100.0,0.0552094514030802,True,"[{""best_index"": 5, ""best_loss"": 0.0552094514030802, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_shuffled_geometry__seed11401,fidelity_constrained_shuffled_geometry,11401,14065,128,100.0,0.05259478223923819,True,"[{""best_index"": 5, ""best_loss"": 0.05259478223923819, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_matched_geometry__seed11401,fidelity_constrained_matched_geometry,11401,14065,128,100.0,0.055096697648210145,True,"[{""best_index"": 5, ""best_loss"": 0.055096697648210145, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_latent_only__seed11419,fidelity_constrained_latent_only,11419,14065,128,100.0,0.05516612961425434,True,"[{""best_index"": 5, ""best_loss"": 0.05516612961425434, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,14065,128,100.0,0.05250155496533241,True,"[{""best_index"": 5, ""best_loss"": 0.05250155496533241, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,14065,128,100.0,0.05510257002248754,True,"[{""best_index"": 5, ""best_loss"": 0.05510257002248754, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,14065,128,100.0,0.05498377167569228,True,"[{""best_index"": 5, ""best_loss"": 0.05498377167569228, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_shuffled_geometry__seed11437,fidelity_constrained_shuffled_geometry,11437,14065,128,100.0,0.052220848120739245,True,"[{""best_index"": 5, ""best_loss"": 0.052220848120739245, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_matched_geometry__seed11437,fidelity_constrained_matched_geometry,11437,14065,128,100.0,0.05564508182039124,True,"[{""best_index"": 5, ""best_loss"": 0.05564508182039124, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,frozen,frozen,-1,14083,128,100.0,0.05685989893802248,True,"[{""best_index"": 5, ""best_loss"": 0.05685989893802248, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,14083,128,100.0,0.05741730268666425,True,"[{""best_index"": 5, ""best_loss"": 0.05741730268666425, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_shuffled_geometry__seed11401,fidelity_constrained_shuffled_geometry,11401,14083,128,100.0,0.05590201886634764,True,"[{""best_index"": 5, ""best_loss"": 0.05590201886634764, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_matched_geometry__seed11401,fidelity_constrained_matched_geometry,11401,14083,128,100.0,0.05722198236683127,True,"[{""best_index"": 5, ""best_loss"": 0.05722198236683127, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_latent_only__seed11419,fidelity_constrained_latent_only,11419,14083,128,100.0,0.057467701000998066,True,"[{""best_index"": 5, ""best_loss"": 0.057467701000998066, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,14083,128,100.0,0.055990947998091144,True,"[{""best_index"": 5, ""best_loss"": 0.055990947998091144, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,14083,128,100.0,0.05715853375009701,True,"[{""best_index"": 5, ""best_loss"": 0.05715853375009701, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,14083,128,100.0,0.05733413461404083,True,"[{""best_index"": 5, ""best_loss"": 0.05733413461404083, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_shuffled_geometry__seed11437,fidelity_constrained_shuffled_geometry,11437,14083,128,100.0,0.05625119947462305,True,"[{""best_index"": 5, ""best_loss"": 0.05625119947462305, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
PushT,jepa_wm_pusht,fidelity_constrained_matched_geometry__seed11437,fidelity_constrained_matched_geometry,11437,14083,128,100.0,0.057233092764232,True,"[{""best_index"": 5, ""best_loss"": 0.057233092764232, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,frozen,frozen,-1,14011,128,1.0,0.011427639515678203,True,"[{""best_index"": 4, ""best_loss"": 0.011427639515678203, ""best_ridge"": 1.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,14011,128,10000.0,0.033272461180253496,True,"[{""best_index"": 6, ""best_loss"": 0.033272461180253496, ""best_ridge"": 10000.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}, {""best_index"": 6, ""best_loss"": 0.033272461180253496, ""best_ridge"": 10000.0, ""expansion"": 1, ""exponents"": [-8, -6, -4, -2, 0, 2, 4, 6]}]"
Wall,jepa_wm_wall,fidelity_constrained_shuffled_geometry__seed11401,fidelity_constrained_shuffled_geometry,11401,14011,128,100.0,0.010403946968530255,True,"[{""best_index"": 5, ""best_loss"": 0.010403946968530255, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_matched_geometry__seed11401,fidelity_constrained_matched_geometry,11401,14011,128,100.0,0.009203355821087526,True,"[{""best_index"": 5, ""best_loss"": 0.009203355821087526, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_latent_only__seed11419,fidelity_constrained_latent_only,11419,14011,128,10000.0,0.033321425326956255,True,"[{""best_index"": 6, ""best_loss"": 0.033321425326956255, ""best_ridge"": 10000.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}, {""best_index"": 6, ""best_loss"": 0.033321425326956255, ""best_ridge"": 10000.0, ""expansion"": 1, ""exponents"": [-8, -6, -4, -2, 0, 2, 4, 6]}]"
Wall,jepa_wm_wall,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,14011,128,100.0,0.01012721415927145,True,"[{""best_index"": 5, ""best_loss"": 0.01012721415927145, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,14011,128,100.0,0.008929740566103088,True,"[{""best_index"": 5, ""best_loss"": 0.008929740566103088, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,14011,128,10000.0,0.033211562220727825,True,"[{""best_index"": 6, ""best_loss"": 0.033211562220727825, ""best_ridge"": 10000.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}, {""best_index"": 6, ""best_loss"": 0.033211562220727825, ""best_ridge"": 10000.0, ""expansion"": 1, ""exponents"": [-8, -6, -4, -2, 0, 2, 4, 6]}]"
Wall,jepa_wm_wall,fidelity_constrained_shuffled_geometry__seed11437,fidelity_constrained_shuffled_geometry,11437,14011,128,100.0,0.01023379616968468,True,"[{""best_index"": 5, ""best_loss"": 0.01023379616968468, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_matched_geometry__seed11437,fidelity_constrained_matched_geometry,11437,14011,128,100.0,0.009149364493388091,True,"[{""best_index"": 5, ""best_loss"": 0.009149364493388091, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,frozen,frozen,-1,14029,128,100.0,0.0122245233796851,True,"[{""best_index"": 5, ""best_loss"": 0.0122245233796851, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,14029,128,100.0,0.015108158625773515,True,"[{""best_index"": 5, ""best_loss"": 0.015108158625773515, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_shuffled_geometry__seed11401,fidelity_constrained_shuffled_geometry,11401,14029,128,100.0,0.010967701316413992,True,"[{""best_index"": 5, ""best_loss"": 0.010967701316413992, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_matched_geometry__seed11401,fidelity_constrained_matched_geometry,11401,14029,128,100.0,0.012404069205822476,True,"[{""best_index"": 5, ""best_loss"": 0.012404069205822476, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_latent_only__seed11419,fidelity_constrained_latent_only,11419,14029,128,100.0,0.016897075878428546,True,"[{""best_index"": 5, ""best_loss"": 0.016897075878428546, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,14029,128,100.0,0.010921200728828597,True,"[{""best_index"": 5, ""best_loss"": 0.010921200728828597, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,14029,128,100.0,0.012551577891193431,True,"[{""best_index"": 5, ""best_loss"": 0.012551577891193431, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,14029,128,100.0,0.01630376117531677,True,"[{""best_index"": 5, ""best_loss"": 0.01630376117531677, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_shuffled_geometry__seed11437,fidelity_constrained_shuffled_geometry,11437,14029,128,100.0,0.01070883247327616,True,"[{""best_index"": 5, ""best_loss"": 0.01070883247327616, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_matched_geometry__seed11437,fidelity_constrained_matched_geometry,11437,14029,128,100.0,0.012497495525395447,True,"[{""best_index"": 5, ""best_loss"": 0.012497495525395447, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,frozen,frozen,-1,14047,128,100.0,0.014704255523409869,True,"[{""best_index"": 5, ""best_loss"": 0.014704255523409869, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,14047,128,100.0,0.01988472360521085,True,"[{""best_index"": 5, ""best_loss"": 0.01988472360521085, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_shuffled_geometry__seed11401,fidelity_constrained_shuffled_geometry,11401,14047,128,100.0,0.013163881952132658,True,"[{""best_index"": 5, ""best_loss"": 0.013163881952132658, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_matched_geometry__seed11401,fidelity_constrained_matched_geometry,11401,14047,128,100.0,0.013332385359141784,True,"[{""best_index"": 5, ""best_loss"": 0.013332385359141784, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_latent_only__seed11419,fidelity_constrained_latent_only,11419,14047,128,100.0,0.020368619814077452,True,"[{""best_index"": 5, ""best_loss"": 0.020368619814077452, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,14047,128,100.0,0.01321651771406098,True,"[{""best_index"": 5, ""best_loss"": 0.01321651771406098, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,14047,128,100.0,0.013791132995397441,True,"[{""best_index"": 5, ""best_loss"": 0.013791132995397441, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,14047,128,100.0,0.020425507254451344,True,"[{""best_index"": 5, ""best_loss"": 0.020425507254451344, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_shuffled_geometry__seed11437,fidelity_constrained_shuffled_geometry,11437,14047,128,100.0,0.013145162753763423,True,"[{""best_index"": 5, ""best_loss"": 0.013145162753763423, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_matched_geometry__seed11437,fidelity_constrained_matched_geometry,11437,14047,128,100.0,0.013410312651807236,True,"[{""best_index"": 5, ""best_loss"": 0.013410312651807236, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,frozen,frozen,-1,14065,128,100.0,0.013819471269048941,True,"[{""best_index"": 5, ""best_loss"": 0.013819471269048941, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,14065,128,100.0,0.015670557854842924,True,"[{""best_index"": 5, ""best_loss"": 0.015670557854842924, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_shuffled_geometry__seed11401,fidelity_constrained_shuffled_geometry,11401,14065,128,100.0,0.012318541451173861,True,"[{""best_index"": 5, ""best_loss"": 0.012318541451173861, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_matched_geometry__seed11401,fidelity_constrained_matched_geometry,11401,14065,128,100.0,0.009384418121993322,True,"[{""best_index"": 5, ""best_loss"": 0.009384418121993322, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_latent_only__seed11419,fidelity_constrained_latent_only,11419,14065,128,100.0,0.016295090234214146,True,"[{""best_index"": 5, ""best_loss"": 0.016295090234214146, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
