environment,treatment,baseline,projection_seed,horizon,metric,positive_means_treatment_better,adaptation_seeds_averaged_within_task,paired_state_seed_rows,estimate,low,high,n_tasks,n_bootstrap,task_means_json
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14047,6,normalized_regret,True,3,72,0.00831223840590657,0.0,0.013731640591626295,3,2000,"{""1"": 0.013731640591626295, ""2"": 0.0, ""6"": 0.011205074626093416}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14047,6,weighted_pairwise_accuracy,True,3,72,-0.011511896236430022,-0.02118940149369472,0.0012107836686471082,3,2000,"{""1"": 0.0012107836686471082, ""2"": -0.02118940149369472, ""6"": -0.014557070884242454}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14047,6,top1_correct,True,3,72,0.041666666666666664,0.0,0.125,3,2000,"{""1"": 0.125, ""2"": 0.0, ""6"": 0.0}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14047,6,normalized_regret,True,3,72,0.007397922764513796,-0.012927395849707113,0.0351211641432485,3,2000,"{""1"": -0.012927395849707113, ""2"": 0.0, ""6"": 0.0351211641432485}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14047,6,weighted_pairwise_accuracy,True,3,72,0.009335935287860081,-0.027331111632517918,0.036507042239174656,3,2000,"{""1"": 0.018831875256923505, ""2"": 0.036507042239174656, ""6"": -0.027331111632517918}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14047,6,top1_correct,True,3,72,0.0,-0.041666666666666664,0.041666666666666664,3,2000,"{""1"": -0.041666666666666664, ""2"": 0.0, ""6"": 0.041666666666666664}"
PushT,fidelity_constrained_matched_geometry,frozen,14065,1,normalized_regret,True,3,72,0.0037120546976453558,-0.011265304375554954,0.02240146846849102,3,2000,"{""1"": 0.02240146846849102, ""2"": 0.0, ""6"": -0.011265304375554954}"
PushT,fidelity_constrained_matched_geometry,frozen,14065,1,weighted_pairwise_accuracy,True,3,57,-0.027213062337149874,-0.05302630271812203,-0.011744757781096647,3,2000,"{""1"": -0.011744757781096647, ""2"": -0.05302630271812203, ""6"": -0.016868126512230942}"
PushT,fidelity_constrained_matched_geometry,frozen,14065,1,top1_correct,True,3,72,-0.041666666666666664,-0.125,0.0,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": -0.125}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14065,1,normalized_regret,True,3,72,0.0288711943944396,-0.011265304375554954,0.07930815766786682,3,2000,"{""1"": 0.07930815766786682, ""2"": 0.018570729891006926, ""6"": -0.011265304375554954}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14065,1,weighted_pairwise_accuracy,True,3,57,0.009305798069064461,-0.01058149590464622,0.04406633225007476,3,2000,"{""1"": -0.01058149590464622, ""2"": 0.044066332250074766, ""6"": -0.005567442138235157}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14065,1,top1_correct,True,3,72,-0.041666666666666664,-0.125,0.0,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": -0.125}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14065,1,normalized_regret,True,3,72,-0.003989874700298752,-0.08333333333333333,0.08135751587018228,3,2000,"{""1"": 0.08135751587018228, ""2"": -0.08333333333333333, ""6"": -0.009993806637745207}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14065,1,weighted_pairwise_accuracy,True,3,57,-0.009091988999470777,-0.06713734037136665,0.05454073987358916,3,2000,"{""1"": 0.05454073987358916, ""2"": -0.06713734037136665, ""6"": -0.014679366500634838}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14065,1,top1_correct,True,3,72,-0.05555555555555555,-0.08333333333333333,0.0,3,2000,"{""1"": 0.0, ""2"": -0.08333333333333333, ""6"": -0.08333333333333333}"
PushT,fidelity_constrained_matched_geometry,frozen,14065,3,normalized_regret,True,3,72,0.004176104750703631,0.0,0.012528314252110893,3,2000,"{""1"": 0.0, ""2"": 0.012528314252110893, ""6"": 0.0}"
PushT,fidelity_constrained_matched_geometry,frozen,14065,3,weighted_pairwise_accuracy,True,3,72,-0.006135673996050458,-0.03940717410340294,0.010837637434902195,3,2000,"{""1"": 0.010837637434902195, ""2"": -0.03940717410340294, ""6"": 0.010162514680349375}"
PushT,fidelity_constrained_matched_geometry,frozen,14065,3,top1_correct,True,3,72,0.041666666666666664,0.0,0.125,3,2000,"{""1"": 0.0, ""2"": 0.125, ""6"": 0.0}"
