environment,model,state_id,task_id,evaluation_seed,split,variant,method,adaptation_seed,projection_seed,horizon,normalized_regret,weighted_pairwise_accuracy,top1_correct,normalized_margin_rmse,pose_error,selected_action,oracle_action,selected_is_null
PushT,jepa_wm_pusht,19,2,913,development_holdout,frozen,frozen,-1,15001,3,0.08549327156519568,0.7955132044712163,0.0,0.9785210390362853,0.07460571325359197,5,7,0
PushT,jepa_wm_pusht,19,2,913,development_holdout,frozen,frozen,-1,15001,6,0.0,0.9104405055928866,1.0,1.5784103727526304,0.09507596568773777,5,5,0
PushT,jepa_wm_pusht,20,2,1297,development_holdout,frozen,frozen,-1,15001,1,0.2204153882995534,0.8892534169868382,0.0,1.5079686738253573,0.0668986386465423,4,8,0
PushT,jepa_wm_pusht,20,2,1297,development_holdout,frozen,frozen,-1,15001,3,0.4266659652735245,0.5238806565589111,0.0,1.498204396538528,0.16927587404470162,4,8,0
PushT,jepa_wm_pusht,20,2,1297,development_holdout,frozen,frozen,-1,15001,6,1.0,0.1424876883934945,0.0,1.7810144945631852,0.2607825849568194,3,8,0
PushT,jepa_wm_pusht,21,2,1709,development_holdout,frozen,frozen,-1,15001,1,0.0,nan,1.0,nan,0.04864336041836556,6,0,0
PushT,jepa_wm_pusht,21,2,1709,development_holdout,frozen,frozen,-1,15001,3,0.7585503102919223,0.5635950941952819,0.0,2.194066101512615,0.08648710183525132,4,2,0
PushT,jepa_wm_pusht,21,2,1709,development_holdout,frozen,frozen,-1,15001,6,0.0,0.8590108217996139,1.0,0.8074471303238454,0.08677590694904058,3,3,0
PushT,jepa_wm_pusht,22,2,913,development_holdout,frozen,frozen,-1,15001,1,1.0,0.1111111111111111,0.0,19.255720892645545,0.04675931412432931,5,6,0
PushT,jepa_wm_pusht,22,2,913,development_holdout,frozen,frozen,-1,15001,3,0.6125149999424588,0.7944034830931315,0.0,0.8008234662696114,0.06844103111392402,6,4,0
PushT,jepa_wm_pusht,22,2,913,development_holdout,frozen,frozen,-1,15001,6,0.16420548128968346,0.9200571156924566,0.0,1.0157101411837646,0.06056060945983951,2,4,0
PushT,jepa_wm_pusht,23,2,1297,development_holdout,frozen,frozen,-1,15001,1,0.5842417127270264,0.17409037313789777,0.0,1.957671954258676,0.2427024053317668,4,9,0
PushT,jepa_wm_pusht,23,2,1297,development_holdout,frozen,frozen,-1,15001,3,0.13340500380456333,0.5453552863499731,0.0,1.3781513010029607,0.22099370066647928,1,9,0
PushT,jepa_wm_pusht,23,2,1297,development_holdout,frozen,frozen,-1,15001,6,0.00624987304378611,0.3471639624769171,0.0,1.2481744446347536,0.254633218337147,3,9,0
PushT,jepa_wm_pusht,48,6,913,development_holdout,frozen,frozen,-1,15001,1,0.7872761873531048,0.18174110553364903,0.0,2.2122841175067203,0.06509555044128272,6,9,0
PushT,jepa_wm_pusht,48,6,913,development_holdout,frozen,frozen,-1,15001,3,0.0,0.9445848382514314,1.0,0.6223150534251659,0.09414951585001238,5,5,0
PushT,jepa_wm_pusht,48,6,913,development_holdout,frozen,frozen,-1,15001,6,0.0,0.7210536873095227,1.0,0.9188819998559113,0.15037874297099527,5,5,0
PushT,jepa_wm_pusht,49,6,1297,development_holdout,frozen,frozen,-1,15001,1,0.5243318422105816,0.5116484680153929,0.0,1.8223552170774324,0.0866367606151519,0,5,1
PushT,jepa_wm_pusht,49,6,1297,development_holdout,frozen,frozen,-1,15001,3,0.0,0.9712253272502487,1.0,0.7196413843277166,0.07282383209369236,5,5,0
PushT,jepa_wm_pusht,49,6,1297,development_holdout,frozen,frozen,-1,15001,6,0.0,0.9102325005713438,1.0,0.6266258259027088,0.14145915989719335,5,5,0
PushT,jepa_wm_pusht,50,6,1709,development_holdout,frozen,frozen,-1,15001,1,0.0,0.9832859419964576,1.0,0.6986041884685624,0.042038506877496225,1,1,0
PushT,jepa_wm_pusht,50,6,1709,development_holdout,frozen,frozen,-1,15001,3,0.0,0.9991336558341828,1.0,0.46482012859085164,0.04423825183510925,2,2,0
PushT,jepa_wm_pusht,50,6,1709,development_holdout,frozen,frozen,-1,15001,6,0.19887118635918416,0.948110303175043,0.0,0.5185318353268584,0.06494487531381818,1,2,0
PushT,jepa_wm_pusht,51,6,913,development_holdout,frozen,frozen,-1,15001,1,0.0,0.9968981446241947,1.0,1.2270971404127007,0.06787590524657121,9,9,0
PushT,jepa_wm_pusht,51,6,913,development_holdout,frozen,frozen,-1,15001,3,0.0,0.9389546403854592,1.0,0.5655515184923152,0.06151065661021508,9,9,0
PushT,jepa_wm_pusht,51,6,913,development_holdout,frozen,frozen,-1,15001,6,0.8517434359994246,0.7547958190157242,0.0,1.0876138375400948,0.10109770019831635,6,9,0
PushT,jepa_wm_pusht,52,6,1297,development_holdout,frozen,frozen,-1,15001,1,0.0,0.2222222222222222,1.0,14.020538108374854,0.1291333027277626,7,0,0
PushT,jepa_wm_pusht,52,6,1297,development_holdout,frozen,frozen,-1,15001,3,0.3477543489605677,0.7375743718546339,0.0,1.7246132018342561,0.07803655966665926,4,2,0
PushT,jepa_wm_pusht,52,6,1297,development_holdout,frozen,frozen,-1,15001,6,0.0,0.8231762407437391,1.0,1.0467319307088874,0.07078128469073838,3,3,0
PushT,jepa_wm_pusht,53,6,1709,development_holdout,frozen,frozen,-1,15001,1,0.22071215478288175,0.4623983071793548,0.0,1.6033314127382592,0.059342808582586004,1,9,0
PushT,jepa_wm_pusht,53,6,1709,development_holdout,frozen,frozen,-1,15001,3,0.02265841164096627,0.9335771495380509,0.0,0.9181615100745024,0.08206862674830037,2,5,0
PushT,jepa_wm_pusht,53,6,1709,development_holdout,frozen,frozen,-1,15001,6,0.11645392932375082,0.9460653084186277,0.0,0.6321136784362553,0.14343881283544915,1,5,0
PushT,jepa_wm_pusht,54,6,913,development_holdout,frozen,frozen,-1,15001,1,0.274829989886387,0.7827810676637567,0.0,1.0547677429429094,0.06894048578904616,6,4,0
PushT,jepa_wm_pusht,54,6,913,development_holdout,frozen,frozen,-1,15001,3,0.0,0.9404171963215077,1.0,0.6759500169407284,0.11767614957703088,4,4,0
PushT,jepa_wm_pusht,54,6,913,development_holdout,frozen,frozen,-1,15001,6,0.0,0.8088953088260582,1.0,1.0666636797710556,0.14706730891116762,4,4,0
PushT,jepa_wm_pusht,55,6,1297,development_holdout,frozen,frozen,-1,15001,1,0.0,0.8888888888888888,1.0,1.414584633043459,0.025952586754089818,7,0,0
PushT,jepa_wm_pusht,55,6,1297,development_holdout,frozen,frozen,-1,15001,3,0.031059595022704112,0.5074055782133767,0.0,1.4152689162180556,0.11381716172343756,7,8,0
PushT,jepa_wm_pusht,55,6,1297,development_holdout,frozen,frozen,-1,15001,6,0.0,0.7013365788792114,1.0,1.1933121200854584,0.10889574169710425,3,3,0
PushT,jepa_wm_pusht,8,1,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,1,0.08148739372120142,0.8703066771894553,0.0,1.7897861609777614,0.07892858417417649,5,1,0
PushT,jepa_wm_pusht,8,1,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,3,0.008427652349288942,0.7622859340985564,0.0,1.3002008275545642,0.08077796263775265,4,6,0
PushT,jepa_wm_pusht,8,1,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,6,0.06384650595620604,0.2506582275242099,0.0,1.7024466185391276,0.1391065799495448,6,1,0
PushT,jepa_wm_pusht,9,1,1297,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,1,0.0,0.6435516527166674,1.0,2.249783811629564,0.05927795746790569,1,0,0
PushT,jepa_wm_pusht,9,1,1297,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,3,0.7286493483691098,0.2764624015710857,0.0,1.4114316614486966,0.10703921101753347,7,2,0
PushT,jepa_wm_pusht,9,1,1297,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,6,1.0,0.38702289790922495,0.0,1.216796183532348,0.11504909374351735,9,3,0
PushT,jepa_wm_pusht,10,1,1709,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,1,0.620166319521398,0.42800818333153234,0.0,1.2327384504424583,0.09291708706170224,6,1,0
PushT,jepa_wm_pusht,10,1,1709,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,3,0.0,0.8571764214952159,1.0,1.1349370725448618,0.08787739493619968,6,6,0
PushT,jepa_wm_pusht,10,1,1709,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,6,0.6789019354624969,0.6136283134789052,0.0,1.7052356756448384,0.11650968038299885,2,6,0
PushT,jepa_wm_pusht,11,1,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,1,0.45140758138381915,0.7035788316630996,0.0,1.3320898428095131,0.05329140269667058,6,7,0
PushT,jepa_wm_pusht,11,1,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,3,0.0,0.8656582360741004,1.0,0.6301430676404229,0.060863612750174025,6,6,0
PushT,jepa_wm_pusht,11,1,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,6,1.0,0.31745093499095867,0.0,1.3828293381923944,0.14282817701078493,3,6,0
PushT,jepa_wm_pusht,12,1,1297,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,1,1.0,0.006751572468925901,0.0,1.4529082017111938,0.19843888420230318,9,6,0
PushT,jepa_wm_pusht,12,1,1297,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,3,0.09847152877843415,0.5829905942356233,0.0,1.0575331459214563,0.1413376710818881,2,4,0
PushT,jepa_wm_pusht,12,1,1297,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,6,0.2031956716648721,0.8369054504844416,0.0,0.7982789276833545,0.1276100243602449,3,2,0
PushT,jepa_wm_pusht,13,1,1709,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,1,0.9488516591828323,0.019453688797122868,0.0,1.6986639614323173,0.10132888411038994,0,6,1
PushT,jepa_wm_pusht,13,1,1709,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,3,0.0,0.8389117433273928,1.0,0.7794126033875599,0.07949182987626377,2,2,0
PushT,jepa_wm_pusht,13,1,1709,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,6,0.13238746966896506,0.7648449384975161,0.0,0.7880979123959507,0.12715364375569058,6,2,0
PushT,jepa_wm_pusht,14,1,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,1,0.0,nan,1.0,nan,0.08687634325571877,5,0,0
PushT,jepa_wm_pusht,14,1,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,3,0.22439910568143512,0.9220205983224331,0.0,0.9150696900962153,0.05856114868999772,5,2,0
PushT,jepa_wm_pusht,14,1,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,6,0.0,0.955098294142873,1.0,0.6156616050418028,0.08037948477035996,2,2,0
PushT,jepa_wm_pusht,15,1,1297,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,1,0.0,nan,1.0,nan,0.0431597458602183,6,0,0
PushT,jepa_wm_pusht,15,1,1297,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,3,0.6474833555978032,0.4265260805001324,0.0,1.2070441663503746,0.058939069840121074,6,2,0
PushT,jepa_wm_pusht,15,1,1297,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,6,0.0,0.978115608190515,1.0,0.6616760221034323,0.0694837493338299,3,3,0
PushT,jepa_wm_pusht,16,2,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,1,0.04667333317829818,0.9738755864786748,0.0,0.677234177095698,0.05455663496824799,6,4,0
PushT,jepa_wm_pusht,16,2,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,3,0.0,0.7714563941976694,1.0,1.027425181529181,0.1258863809972517,6,6,0
PushT,jepa_wm_pusht,16,2,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,6,0.0,0.5507695570911934,1.0,0.9285092911225145,0.15470443084737523,6,6,0
PushT,jepa_wm_pusht,17,2,1297,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,1,0.0,nan,1.0,nan,0.06747508046053624,8,0,0
PushT,jepa_wm_pusht,17,2,1297,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,3,0.5789271149086822,0.7279380265827744,0.0,1.9139055251285375,0.07452257804521467,4,2,0
PushT,jepa_wm_pusht,17,2,1297,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,6,0.27989109651126526,0.8628636524391975,0.0,0.9167945264586911,0.08804947576990108,2,3,0
PushT,jepa_wm_pusht,18,2,1709,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,1,0.0,nan,1.0,nan,0.12874577139870985,1,0,0
PushT,jepa_wm_pusht,18,2,1709,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,3,0.44201480759003287,0.3609723174536348,0.0,2.1567333776704922,0.1392808032257294,5,2,0
PushT,jepa_wm_pusht,18,2,1709,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,6,1.0,0.44048094745665484,0.0,1.416749389069813,0.12578324914639766,7,2,0
PushT,jepa_wm_pusht,19,2,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,1,1.0,0.3312654053678445,0.0,2.6656822389338406,0.04457272112212107,1,7,0
PushT,jepa_wm_pusht,19,2,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,3,0.0,0.7687792009120576,1.0,0.995720464853484,0.06854517537399504,7,7,0
PushT,jepa_wm_pusht,19,2,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,6,0.05206520357815755,0.9156420515644179,0.0,1.5605665300260882,0.08298003082142624,7,5,0
PushT,jepa_wm_pusht,20,2,1297,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,1,0.071849549171498,0.8966502293888302,0.0,1.5550976907231735,0.06540411431525191,6,8,0
PushT,jepa_wm_pusht,20,2,1297,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,3,0.4266659652735245,0.5479482930757776,0.0,1.556216231130406,0.16271792906111882,4,8,0
PushT,jepa_wm_pusht,20,2,1297,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,6,1.0,0.13674464666382158,0.0,1.7928271769891708,0.25872720512199526,3,8,0
PushT,jepa_wm_pusht,21,2,1709,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,1,0.0,nan,1.0,nan,0.047250748883260564,6,0,0
PushT,jepa_wm_pusht,21,2,1709,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,3,0.7585503102919223,0.5643275434830097,0.0,2.2521564559907503,0.07940425557041292,4,2,0
PushT,jepa_wm_pusht,21,2,1709,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,6,0.0,0.7913409080085949,1.0,0.8272849360170635,0.0840267096470187,3,3,0
PushT,jepa_wm_pusht,22,2,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,1,1.0,0.1111111111111111,0.0,28.195221268611625,0.04498561367947163,5,6,0
PushT,jepa_wm_pusht,22,2,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,3,0.6125149999424588,0.8148694672751321,0.0,0.8160499293973186,0.06631767963074647,6,4,0
PushT,jepa_wm_pusht,22,2,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,6,0.16420548128968346,0.8968671306768167,0.0,0.9542671489936934,0.062467551650071305,2,4,0
PushT,jepa_wm_pusht,23,2,1297,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,1,0.5842417127270264,0.17169813732167108,0.0,1.9282784881988877,0.24773773665622176,4,9,0
PushT,jepa_wm_pusht,23,2,1297,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,3,0.13340500380456333,0.539325002720012,0.0,1.3510427586076132,0.22265088336975952,1,9,0
PushT,jepa_wm_pusht,23,2,1297,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,6,0.00624987304378611,0.5615377598553487,0.0,1.1853570819141976,0.25779141233786834,3,9,0
PushT,jepa_wm_pusht,48,6,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,1,0.09012243500443963,0.364407196678672,0.0,1.9815019550296455,0.06270037780477075,0,9,1
PushT,jepa_wm_pusht,48,6,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,3,0.0,0.9064864151916818,1.0,0.6773962018521777,0.0946563370878459,5,5,0
PushT,jepa_wm_pusht,48,6,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,6,0.0,0.7210536873095227,1.0,0.9105201501776602,0.14032445477213784,5,5,0
PushT,jepa_wm_pusht,49,6,1297,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,1,0.3961841050703398,0.580304948287324,0.0,2.108371213313348,0.08372246307161313,9,5,0
PushT,jepa_wm_pusht,49,6,1297,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,3,0.0,0.9712253272502487,1.0,0.7554125002804212,0.07316928602599976,5,5,0
PushT,jepa_wm_pusht,49,6,1297,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,6,0.0,0.890968525988461,1.0,0.6766945846144883,0.13742407779645666,5,5,0
PushT,jepa_wm_pusht,50,6,1709,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,1,0.0,0.9832859419964576,1.0,0.7491237800739322,0.03725440528421947,1,1,0
PushT,jepa_wm_pusht,50,6,1709,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,3,0.0,0.9991336558341828,1.0,0.3862948934231433,0.045329058153274246,2,2,0
PushT,jepa_wm_pusht,50,6,1709,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,6,0.19887118635918416,0.9259357505407902,0.0,0.575977423781443,0.07967202650770241,1,2,0
PushT,jepa_wm_pusht,51,6,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,1,0.0,0.9920892040543291,1.0,1.226810335298873,0.05829017850359162,9,9,0
PushT,jepa_wm_pusht,51,6,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,3,0.3533778267573249,0.9349475669071572,0.0,0.6333017353304832,0.06178802938167767,7,9,0
PushT,jepa_wm_pusht,51,6,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,6,0.0,0.9224597470232038,1.0,1.0240495293383545,0.0967914234979628,9,9,0
PushT,jepa_wm_pusht,52,6,1297,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,1,0.0,0.2222222222222222,1.0,15.008850086300873,0.1506073216693447,7,0,0
PushT,jepa_wm_pusht,52,6,1297,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,3,0.3477543489605677,0.6896282548332626,0.0,1.8940646300236936,0.08699833796535437,4,2,0
PushT,jepa_wm_pusht,52,6,1297,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,6,0.0,0.7899215713663117,1.0,1.1659223688760074,0.08070894958642233,3,3,0
PushT,jepa_wm_pusht,53,6,1709,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,1,0.22071215478288175,0.405564667448027,0.0,1.6911127773427832,0.053638175408197,1,9,0
PushT,jepa_wm_pusht,53,6,1709,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,3,0.02265841164096627,0.9493765305342502,0.0,0.8619092884618221,0.08267526998241356,2,5,0
PushT,jepa_wm_pusht,53,6,1709,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,6,0.11645392932375082,0.9453049582604588,0.0,0.6555353995567668,0.13565922411876882,1,5,0
PushT,jepa_wm_pusht,54,6,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,1,0.274829989886387,0.7827810676637567,0.0,1.2770812197260055,0.07950635242802803,6,4,0
PushT,jepa_wm_pusht,54,6,913,development_holdout,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,15001,3,0.0,0.8968938567793392,1.0,0.8171768033394462,0.11470114997295777,4,4,0
