environment,method,adaptation_seed,projection_seed,horizon,metric,estimate,low,high,n_tasks,n_bootstrap,task_means_json
PushT,fidelity_constrained_matched_geometry,11419,15001,6,weighted_pairwise_accuracy,0.7123441978272563,0.6372830916589562,0.8404739039850719,3,2000,"{""1"": 0.6592755978377409, ""2"": 0.6372830916589562, ""6"": 0.8404739039850719}"
PushT,fidelity_constrained_matched_geometry,11419,15001,6,top1_correct,0.375,0.25,0.625,3,2000,"{""1"": 0.25, ""2"": 0.25, ""6"": 0.625}"
PushT,fidelity_constrained_matched_geometry,11419,15001,6,normalized_margin_rmse,1.0368665806995572,0.8699294532570545,1.182138925287818,3,2000,"{""1"": 1.0585313635537992, ""2"": 1.182138925287818, ""6"": 0.8699294532570545}"
PushT,fidelity_constrained_matched_geometry,11419,15001,6,pose_error,0.12104482500156499,0.1117997499326479,0.13799964040794532,3,2000,"{""1"": 0.1117997499326479, ""2"": 0.13799964040794532, ""6"": 0.11333508466410172}"
PushT,fidelity_constrained_matched_geometry,11419,15001,6,selected_is_null,0.0,0.0,0.0,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": 0.0}"
PushT,fidelity_constrained_matched_geometry,11437,15001,1,normalized_regret,0.28556686162654066,0.12273108559300601,0.3775531950110061,3,2000,"{""1"": 0.37755319501100615, ""2"": 0.3564163042756098, ""6"": 0.12273108559300602}"
PushT,fidelity_constrained_matched_geometry,11437,15001,1,weighted_pairwise_accuracy,0.5716740451881318,0.48926229749984,0.711964613255749,3,2000,"{""1"": 0.48926229749984, ""2"": 0.5137952248088065, ""6"": 0.7119646132557491}"
PushT,fidelity_constrained_matched_geometry,11437,15001,1,top1_correct,0.4583333333333333,0.375,0.5,3,2000,"{""1"": 0.5, ""2"": 0.375, ""6"": 0.5}"
PushT,fidelity_constrained_matched_geometry,11437,15001,1,normalized_margin_rmse,3.253852976660411,1.5197234622352163,5.231814382224164,3,2000,"{""1"": 1.5197234622352163, ""2"": 5.231814382224164, ""6"": 3.010021085521852}"
PushT,fidelity_constrained_matched_geometry,11437,15001,1,pose_error,0.08161861266030603,0.06688702856957122,0.08910971215748191,3,2000,"{""1"": 0.08885909725386494, ""2"": 0.08910971215748191, ""6"": 0.06688702856957122}"
PushT,fidelity_constrained_matched_geometry,11437,15001,1,selected_is_null,0.125,0.0,0.25,3,2000,"{""1"": 0.125, ""2"": 0.0, ""6"": 0.25}"
PushT,fidelity_constrained_matched_geometry,11437,15001,3,normalized_regret,0.22559830729036742,0.09435627279769537,0.36900977522639805,3,2000,"{""1"": 0.21342887384700893, ""2"": 0.369009775226398, ""6"": 0.09435627279769537}"
PushT,fidelity_constrained_matched_geometry,11437,15001,3,weighted_pairwise_accuracy,0.7228215287132252,0.6397479621658488,0.8348817499687856,3,2000,"{""1"": 0.6938348740050408, ""2"": 0.6397479621658488, ""6"": 0.8348817499687857}"
PushT,fidelity_constrained_matched_geometry,11437,15001,3,top1_correct,0.375,0.25,0.5,3,2000,"{""1"": 0.375, ""2"": 0.25, ""6"": 0.5}"
PushT,fidelity_constrained_matched_geometry,11437,15001,3,normalized_margin_rmse,1.1717629061031498,0.917696466448581,1.5536708308762257,3,2000,"{""1"": 1.0439214209846428, ""2"": 1.5536708308762255, ""6"": 0.9176964664485812}"
PushT,fidelity_constrained_matched_geometry,11437,15001,3,pose_error,0.09560889886020237,0.0832319752251354,0.12030164725138927,3,2000,"{""1"": 0.0832930741040824, ""2"": 0.12030164725138927, ""6"": 0.0832319752251354}"
PushT,fidelity_constrained_matched_geometry,11437,15001,3,selected_is_null,0.0,0.0,0.0,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": 0.0}"
PushT,fidelity_constrained_matched_geometry,11437,15001,6,normalized_regret,0.28115882453574137,0.14588356896029495,0.38479144784406755,3,2000,"{""1"": 0.38479144784406755, ""2"": 0.31280145680286153, ""6"": 0.14588356896029495}"
PushT,fidelity_constrained_matched_geometry,11437,15001,6,weighted_pairwise_accuracy,0.7124355059150335,0.6342351536861109,0.8377501832879385,3,2000,"{""1"": 0.6653211807710511, ""2"": 0.6342351536861109, ""6"": 0.8377501832879385}"
PushT,fidelity_constrained_matched_geometry,11437,15001,6,top1_correct,0.375,0.25,0.625,3,2000,"{""1"": 0.25, ""2"": 0.25, ""6"": 0.625}"
PushT,fidelity_constrained_matched_geometry,11437,15001,6,normalized_margin_rmse,1.0425224764918026,0.884481174984216,1.1927419016754377,3,2000,"{""1"": 1.0503443528157548, ""2"": 1.1927419016754377, ""6"": 0.8844811749842159}"
PushT,fidelity_constrained_matched_geometry,11437,15001,6,pose_error,0.12124302000637867,0.11137770891423919,0.13791721358120068,3,2000,"{""1"": 0.11137770891423918, ""2"": 0.13791721358120068, ""6"": 0.11443413752369616}"
PushT,fidelity_constrained_matched_geometry,11437,15001,6,selected_is_null,0.0,0.0,0.0,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": 0.0}"
PushT,fidelity_constrained_shuffled_geometry,11401,15001,1,normalized_regret,0.2976940766898449,0.1658588429158631,0.38937781276906863,3,2000,"{""1"": 0.38937781276906863, ""2"": 0.33784557438460283, ""6"": 0.1658588429158631}"
PushT,fidelity_constrained_shuffled_geometry,11401,15001,1,weighted_pairwise_accuracy,0.5398851544843195,0.40313661708916415,0.6494475419016638,3,2000,"{""1"": 0.40313661708916415, ""2"": 0.5670713044621307, ""6"": 0.6494475419016638}"
PushT,fidelity_constrained_shuffled_geometry,11401,15001,1,top1_correct,0.4166666666666667,0.375,0.5,3,2000,"{""1"": 0.375, ""2"": 0.375, ""6"": 0.5}"
PushT,fidelity_constrained_shuffled_geometry,11401,15001,1,normalized_margin_rmse,3.5003240134095877,1.7757051371000454,5.754058948363405,3,2000,"{""1"": 1.7757051371000454, ""2"": 5.754058948363406, ""6"": 2.9712079547653127}"
PushT,fidelity_constrained_shuffled_geometry,11401,15001,1,pose_error,0.08236055552348348,0.06570688684323889,0.09184599407462322,3,2000,"{""1"": 0.09184599407462322, ""2"": 0.08952878565258834, ""6"": 0.06570688684323889}"
PushT,fidelity_constrained_shuffled_geometry,11401,15001,1,selected_is_null,0.125,0.0,0.375,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": 0.375}"
PushT,fidelity_constrained_shuffled_geometry,11401,15001,3,normalized_regret,0.1943954402362779,0.050184044453029764,0.3927651737232769,3,2000,"{""1"": 0.14023710253252705, ""2"": 0.3927651737232769, ""6"": 0.050184044453029764}"
PushT,fidelity_constrained_shuffled_geometry,11401,15001,3,weighted_pairwise_accuracy,0.728604563584628,0.6497281175700743,0.8356532372375516,3,2000,"{""1"": 0.7004323359462579, ""2"": 0.6497281175700743, ""6"": 0.8356532372375516}"
PushT,fidelity_constrained_shuffled_geometry,11401,15001,3,top1_correct,0.4583333333333333,0.25,0.625,3,2000,"{""1"": 0.5, ""2"": 0.25, ""6"": 0.625}"
PushT,fidelity_constrained_shuffled_geometry,11401,15001,3,normalized_margin_rmse,1.0984104566581634,0.8792856528143259,1.3858251427601473,3,2000,"{""1"": 1.0301205744000168, ""2"": 1.3858251427601473, ""6"": 0.8792856528143259}"
PushT,fidelity_constrained_shuffled_geometry,11401,15001,3,pose_error,0.09384176436463641,0.07998835737078405,0.1186394436271746,3,2000,"{""1"": 0.08289749209595057, ""2"": 0.1186394436271746, ""6"": 0.07998835737078405}"
PushT,fidelity_constrained_shuffled_geometry,11401,15001,3,selected_is_null,0.041666666666666664,0.0,0.125,3,2000,"{""1"": 0.0, ""2"": 0.125, ""6"": 0.0}"
PushT,fidelity_constrained_shuffled_geometry,11401,15001,6,normalized_regret,0.29397624802077044,0.12102467066539695,0.4830890036579611,3,2000,"{""1"": 0.4830890036579611, ""2"": 0.27781506973895337, ""6"": 0.12102467066539693}"
PushT,fidelity_constrained_shuffled_geometry,11401,15001,6,weighted_pairwise_accuracy,0.6813626910255177,0.5825032635422951,0.8595541622340038,3,2000,"{""1"": 0.6020306473002538, ""2"": 0.5825032635422951, ""6"": 0.8595541622340039}"
PushT,fidelity_constrained_shuffled_geometry,11401,15001,6,top1_correct,0.4583333333333333,0.25,0.75,3,2000,"{""1"": 0.25, ""2"": 0.375, ""6"": 0.75}"
PushT,fidelity_constrained_shuffled_geometry,11401,15001,6,normalized_margin_rmse,1.0441238356195068,0.8071597572272585,1.211095019840442,3,2000,"{""1"": 1.11411672979082, ""2"": 1.211095019840442, ""6"": 0.8071597572272584}"
PushT,fidelity_constrained_shuffled_geometry,11401,15001,6,pose_error,0.12184309249674796,0.1112605081695784,0.14293717780668524,3,2000,"{""1"": 0.11126050816957841, ""2"": 0.14293717780668524, ""6"": 0.11133159151398023}"
PushT,fidelity_constrained_shuffled_geometry,11401,15001,6,selected_is_null,0.0,0.0,0.0,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": 0.0}"
PushT,fidelity_constrained_shuffled_geometry,11419,15001,1,normalized_regret,0.2921675877507461,0.1658588429158631,0.37279834595177247,3,2000,"{""1"": 0.37279834595177247, ""2"": 0.33784557438460283, ""6"": 0.1658588429158631}"
PushT,fidelity_constrained_shuffled_geometry,11419,15001,1,weighted_pairwise_accuracy,0.5501500175580699,0.40615342853263753,0.6772253196794416,3,2000,"{""1"": 0.40615342853263753, ""2"": 0.5670713044621307, ""6"": 0.6772253196794416}"
PushT,fidelity_constrained_shuffled_geometry,11419,15001,1,top1_correct,0.4583333333333333,0.375,0.5,3,2000,"{""1"": 0.5, ""2"": 0.375, ""6"": 0.5}"
