environment,model,state_id,task_id,variant,method,adaptation_seed,horizon,normalized_regret,weighted_pairwise_accuracy,top1_correct,selected_action,oracle_action
PushT,jepa_wm_pusht,16,2,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,6,0.0,0.4214126516604001,1.0,6,6
PushT,jepa_wm_pusht,17,2,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,1,0.0,nan,1.0,4,0
PushT,jepa_wm_pusht,17,2,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,3,0.5789271149086822,0.5754669978947097,0.0,4,2
PushT,jepa_wm_pusht,17,2,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,6,0.0,0.7513638268287729,1.0,3,3
PushT,jepa_wm_pusht,18,2,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,1,0.0,nan,1.0,5,0
PushT,jepa_wm_pusht,18,2,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,3,0.44201480759003287,0.7889615842867953,0.0,5,2
PushT,jepa_wm_pusht,18,2,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,6,1.0,0.43616200167737224,0.0,7,2
PushT,jepa_wm_pusht,19,2,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,1,0.0,0.883968134000689,1.0,7,7
PushT,jepa_wm_pusht,19,2,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,3,0.0,0.9761165122569129,1.0,7,7
PushT,jepa_wm_pusht,19,2,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,6,0.05206520357815755,0.7588362377497374,0.0,7,5
PushT,jepa_wm_pusht,20,2,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,1,0.071849549171498,0.9832668073084491,0.0,6,8
PushT,jepa_wm_pusht,20,2,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,3,0.06837919317243876,0.8052101366498173,0.0,6,8
PushT,jepa_wm_pusht,20,2,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,6,1.0,0.1598567604023869,0.0,3,8
PushT,jepa_wm_pusht,21,2,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,1,0.0,nan,1.0,4,0
PushT,jepa_wm_pusht,21,2,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,3,0.7585503102919223,0.5574095848853546,0.0,4,2
PushT,jepa_wm_pusht,21,2,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,6,0.0,0.6803359258596641,1.0,3,3
PushT,jepa_wm_pusht,22,2,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,1,1.0,0.1111111111111111,0.0,5,6
PushT,jepa_wm_pusht,22,2,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,3,0.0,0.933969740819781,1.0,4,4
PushT,jepa_wm_pusht,22,2,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,6,1.0,0.6411414206608341,0.0,6,4
PushT,jepa_wm_pusht,23,2,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,1,0.06271666156975347,0.7584436892769595,0.0,5,9
PushT,jepa_wm_pusht,23,2,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,3,1.0,0.23945179147192724,0.0,8,9
PushT,jepa_wm_pusht,23,2,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,6,0.01662600440501789,0.7354009763523341,0.0,5,9
PushT,jepa_wm_pusht,48,6,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,1,0.09012243500443963,0.810178414751418,0.0,0,9
PushT,jepa_wm_pusht,48,6,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,3,0.03292797551033872,0.8026387496899144,0.0,7,5
PushT,jepa_wm_pusht,48,6,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,6,0.0,0.915825899929403,1.0,5,5
PushT,jepa_wm_pusht,49,6,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,1,1.0,0.13412564757695916,0.0,8,5
PushT,jepa_wm_pusht,49,6,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,3,0.0,0.9036693536112518,1.0,5,5
PushT,jepa_wm_pusht,49,6,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,6,0.0,0.8934466518564109,1.0,5,5
PushT,jepa_wm_pusht,50,6,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,1,0.026574968337305327,0.8664028777287549,0.0,4,1
PushT,jepa_wm_pusht,50,6,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,3,0.0,0.9979207415198539,1.0,2,2
PushT,jepa_wm_pusht,50,6,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,6,0.0,0.9070423725052927,1.0,2,2
PushT,jepa_wm_pusht,51,6,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,1,0.3905729249325504,0.9055636140157496,0.0,5,9
PushT,jepa_wm_pusht,51,6,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,3,0.8329904504891641,0.28359504113279144,0.0,1,9
PushT,jepa_wm_pusht,51,6,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,6,0.8472560153227433,0.8130549824226283,0.0,3,9
PushT,jepa_wm_pusht,52,6,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,1,0.0,0.8888888888888888,1.0,7,0
PushT,jepa_wm_pusht,52,6,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,3,0.13522847553569003,0.2310335193619637,0.0,1,2
PushT,jepa_wm_pusht,52,6,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,6,1.0,0.38227624011187483,0.0,6,3
PushT,jepa_wm_pusht,53,6,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,1,0.0,0.5510440227703827,1.0,9,9
PushT,jepa_wm_pusht,53,6,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,3,0.0,0.9698544596009091,1.0,5,5
PushT,jepa_wm_pusht,53,6,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,6,0.0,0.8940601405197657,1.0,5,5
PushT,jepa_wm_pusht,54,6,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,1,0.5144474869020803,0.8570620036087707,0.0,7,4
PushT,jepa_wm_pusht,54,6,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,3,0.3056015488280241,0.8096293087087817,0.0,6,4
PushT,jepa_wm_pusht,54,6,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,6,0.0,0.6813106893870502,1.0,4,4
PushT,jepa_wm_pusht,55,6,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,1,1.0,0.0,0.0,6,0
PushT,jepa_wm_pusht,55,6,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,3,1.0,0.3565852670756366,0.0,6,8
PushT,jepa_wm_pusht,55,6,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,6,1.0,0.3132787488924417,0.0,6,3
PushT,jepa_wm_pusht,8,1,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,1,0.01282478008355127,0.8882608281952827,0.0,6,1
PushT,jepa_wm_pusht,8,1,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,3,0.0,0.6514399473549798,1.0,6,6
PushT,jepa_wm_pusht,8,1,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,6,0.5781148528381919,0.23706142845540695,0.0,8,1
PushT,jepa_wm_pusht,9,1,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,1,0.8274135674934155,0.010384531390538817,0.0,7,0
PushT,jepa_wm_pusht,9,1,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,3,0.7286493483691098,0.11232398601712566,0.0,7,2
PushT,jepa_wm_pusht,9,1,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,6,0.8502269524673542,0.3791036729080747,0.0,7,3
PushT,jepa_wm_pusht,10,1,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,1,0.12049358852617963,0.9787368933195569,0.0,4,1
PushT,jepa_wm_pusht,10,1,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,3,0.0,0.8611652164788753,1.0,6,6
PushT,jepa_wm_pusht,10,1,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,6,0.0,0.5717999507807378,1.0,6,6
PushT,jepa_wm_pusht,11,1,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,1,0.49698986494663716,0.42486576383211727,0.0,8,7
PushT,jepa_wm_pusht,11,1,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,3,0.0,0.406943190786347,1.0,6,6
PushT,jepa_wm_pusht,11,1,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,6,1.0,0.29584552167991374,0.0,3,6
PushT,jepa_wm_pusht,12,1,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,1,0.15542731492732748,0.9765664079723951,0.0,8,6
PushT,jepa_wm_pusht,12,1,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,3,0.0,0.671306915240101,1.0,4,4
PushT,jepa_wm_pusht,12,1,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,6,0.01885074951463251,0.7895299093493007,0.0,4,2
PushT,jepa_wm_pusht,13,1,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,1,0.9488516591828323,0.13809115707252423,0.0,0,6
PushT,jepa_wm_pusht,13,1,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,3,0.0161718104917741,0.8192106822318012,0.0,4,2
PushT,jepa_wm_pusht,13,1,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,6,0.0,0.8860253256663309,1.0,2,2
PushT,jepa_wm_pusht,14,1,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,1,0.0,nan,1.0,7,0
PushT,jepa_wm_pusht,14,1,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,3,0.22439910568143512,0.8166862912339234,0.0,5,2
PushT,jepa_wm_pusht,14,1,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,6,0.10985312473301036,0.7550156759718953,0.0,3,2
PushT,jepa_wm_pusht,15,1,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,1,0.0,nan,1.0,9,0
PushT,jepa_wm_pusht,15,1,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,3,0.0,0.8728815651574486,1.0,2,2
PushT,jepa_wm_pusht,15,1,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,6,1.0,0.5292387451428294,0.0,7,3
PushT,jepa_wm_pusht,16,2,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,1,0.04667333317829818,0.9759580478347364,0.0,6,4
PushT,jepa_wm_pusht,16,2,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,3,0.32628899571658077,0.7348137495418989,0.0,4,6
PushT,jepa_wm_pusht,16,2,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,6,0.0,0.5121939858858138,1.0,6,6
PushT,jepa_wm_pusht,17,2,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,1,0.0,nan,1.0,4,0
PushT,jepa_wm_pusht,17,2,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,3,0.5789271149086822,0.6031778390259726,0.0,4,2
PushT,jepa_wm_pusht,17,2,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,6,0.0,0.7513638268287729,1.0,3,3
PushT,jepa_wm_pusht,18,2,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,1,0.0,nan,1.0,1,0
PushT,jepa_wm_pusht,18,2,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,3,0.44201480759003287,0.7492475583310807,0.0,5,2
PushT,jepa_wm_pusht,18,2,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,6,1.0,0.41557234180705266,0.0,7,2
PushT,jepa_wm_pusht,19,2,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,1,0.0,0.883968134000689,1.0,7,7
PushT,jepa_wm_pusht,19,2,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,3,0.0,0.9761165122569129,1.0,7,7
PushT,jepa_wm_pusht,19,2,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,6,0.05206520357815755,0.7588362377497374,0.0,7,5
PushT,jepa_wm_pusht,20,2,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,1,0.071849549171498,0.9832668073084491,0.0,6,8
PushT,jepa_wm_pusht,20,2,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,3,0.06837919317243876,0.8052101366498173,0.0,6,8
PushT,jepa_wm_pusht,20,2,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,6,1.0,0.1598567604023869,0.0,3,8
PushT,jepa_wm_pusht,21,2,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,1,0.0,nan,1.0,4,0
PushT,jepa_wm_pusht,21,2,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,3,0.7585503102919223,0.5812243801753189,0.0,4,2
PushT,jepa_wm_pusht,21,2,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,6,0.0,0.7607779340821659,1.0,3,3
PushT,jepa_wm_pusht,22,2,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,1,1.0,0.1111111111111111,0.0,5,6
PushT,jepa_wm_pusht,22,2,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,3,0.0,0.8773740434814482,1.0,4,4
PushT,jepa_wm_pusht,22,2,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,6,1.0,0.6571754422485877,0.0,6,4
PushT,jepa_wm_pusht,23,2,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,1,0.06271666156975347,0.7560033329957477,0.0,5,9
PushT,jepa_wm_pusht,23,2,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,3,1.0,0.22403594894565698,0.0,8,9
PushT,jepa_wm_pusht,23,2,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,6,0.01662600440501789,0.5027299885837012,0.0,5,9
PushT,jepa_wm_pusht,48,6,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,1,0.09012243500443963,0.8251479910291066,0.0,0,9
PushT,jepa_wm_pusht,48,6,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,3,0.03292797551033872,0.8026387496899144,0.0,7,5
PushT,jepa_wm_pusht,48,6,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,6,0.0,0.9131311431584099,1.0,5,5
PushT,jepa_wm_pusht,49,6,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,1,1.0,0.18566602001709617,0.0,8,5
PushT,jepa_wm_pusht,49,6,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,3,0.0,0.9036693536112518,1.0,5,5
PushT,jepa_wm_pusht,49,6,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,6,0.0,0.9075152589567792,1.0,5,5
PushT,jepa_wm_pusht,50,6,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,1,0.026574968337305327,0.8697647103863012,0.0,4,1
PushT,jepa_wm_pusht,50,6,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,3,0.0,0.9979207415198539,1.0,2,2
PushT,jepa_wm_pusht,50,6,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,6,0.11176022326401269,0.9415568148684649,0.0,4,2
PushT,jepa_wm_pusht,51,6,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,1,0.15725227350300996,0.9097354529452376,0.0,7,9
PushT,jepa_wm_pusht,51,6,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,3,0.8329904504891641,0.2949357268161245,0.0,1,9
PushT,jepa_wm_pusht,51,6,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,6,0.8472560153227433,0.7743009338245914,0.0,3,9
PushT,jepa_wm_pusht,52,6,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,1,0.0,0.7777777777777778,1.0,7,0
PushT,jepa_wm_pusht,52,6,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,3,0.3477543489605677,0.25168347209956365,0.0,4,2
PushT,jepa_wm_pusht,52,6,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,6,1.0,0.4127496191968014,0.0,6,3
PushT,jepa_wm_pusht,53,6,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,1,0.0,0.5510440227703827,1.0,9,9
PushT,jepa_wm_pusht,53,6,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,3,0.0,0.9856538405971085,1.0,5,5
PushT,jepa_wm_pusht,53,6,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,6,0.0,0.8940601405197657,1.0,5,5
PushT,jepa_wm_pusht,54,6,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,1,0.5144474869020803,0.8330901466770251,0.0,7,4
PushT,jepa_wm_pusht,54,6,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,3,0.3056015488280241,0.7874085754631294,0.0,6,4
PushT,jepa_wm_pusht,54,6,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,6,0.0,0.8567130329659911,1.0,4,4
PushT,jepa_wm_pusht,55,6,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,1,1.0,0.0,0.0,6,0
PushT,jepa_wm_pusht,55,6,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,3,1.0,0.22438592653967263,0.0,6,8
PushT,jepa_wm_pusht,55,6,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,6,1.0,0.32857390861053837,0.0,6,3
PushT,jepa_wm_pusht,8,1,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,1,0.01282478008355127,0.8882608281952827,0.0,6,1
PushT,jepa_wm_pusht,8,1,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,3,0.0,0.6514399473549798,1.0,6,6
PushT,jepa_wm_pusht,8,1,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,6,0.5781148528381919,0.22582231298718328,0.0,8,1
PushT,jepa_wm_pusht,9,1,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,1,0.8274135674934155,0.010384531390538817,0.0,7,0
PushT,jepa_wm_pusht,9,1,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,3,0.7286493483691098,0.10914643344926454,0.0,7,2
PushT,jepa_wm_pusht,9,1,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,6,0.8502269524673542,0.26678889987299126,0.0,7,3
PushT,jepa_wm_pusht,10,1,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,1,0.12049358852617963,0.9787368933195569,0.0,4,1
PushT,jepa_wm_pusht,10,1,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,3,0.6177998268323661,0.8061538045644067,0.0,2,6
PushT,jepa_wm_pusht,10,1,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,6,0.6789019354624969,0.5283569538556676,0.0,3,6
PushT,jepa_wm_pusht,11,1,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,1,0.49698986494663716,0.32932717087006264,0.0,8,7
PushT,jepa_wm_pusht,11,1,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,3,0.0,0.406943190786347,1.0,6,6
PushT,jepa_wm_pusht,11,1,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,6,1.0,0.29584552167991374,0.0,3,6
PushT,jepa_wm_pusht,12,1,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,1,0.15542731492732748,0.8939211199140308,0.0,8,6
PushT,jepa_wm_pusht,12,1,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,3,0.0,0.5958407010353197,1.0,4,4
PushT,jepa_wm_pusht,12,1,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,6,0.01885074951463251,0.6823948127241906,0.0,4,2
PushT,jepa_wm_pusht,13,1,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,1,0.9488516591828323,0.13809115707252423,0.0,0,6
PushT,jepa_wm_pusht,13,1,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,3,0.0161718104917741,0.7902372084566874,0.0,4,2
PushT,jepa_wm_pusht,13,1,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,6,0.0,0.8860253256663309,1.0,2,2
PushT,jepa_wm_pusht,14,1,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,1,0.0,nan,1.0,7,0
PushT,jepa_wm_pusht,14,1,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,3,0.22439910568143512,0.7470512008670623,0.0,5,2
PushT,jepa_wm_pusht,14,1,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,6,0.10985312473301036,0.7245726191907192,0.0,3,2
PushT,jepa_wm_pusht,15,1,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,1,0.0,nan,1.0,9,0
PushT,jepa_wm_pusht,15,1,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,3,0.0,0.8728815651574486,1.0,2,2
PushT,jepa_wm_pusht,15,1,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,6,0.0,0.5915498942207866,1.0,3,3
PushT,jepa_wm_pusht,16,2,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,1,0.04667333317829818,0.9759580478347364,0.0,6,4
PushT,jepa_wm_pusht,16,2,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,3,0.32628899571658077,0.7348137495418989,0.0,4,6
PushT,jepa_wm_pusht,16,2,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,6,0.0,0.5020079170827089,1.0,6,6
PushT,jepa_wm_pusht,17,2,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,1,0.0,nan,1.0,4,0
PushT,jepa_wm_pusht,17,2,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,3,0.5789271149086822,0.5754669978947097,0.0,4,2
PushT,jepa_wm_pusht,17,2,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,6,0.0,0.6955131079635546,1.0,3,3
PushT,jepa_wm_pusht,18,2,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,1,0.0,nan,1.0,5,0
PushT,jepa_wm_pusht,18,2,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,3,0.44201480759003287,0.7492475583310807,0.0,5,2
PushT,jepa_wm_pusht,18,2,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,6,1.0,0.4495795409412687,0.0,7,2
PushT,jepa_wm_pusht,19,2,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,1,0.0,0.883968134000689,1.0,7,7
PushT,jepa_wm_pusht,19,2,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,3,0.0,0.9786737532318673,1.0,7,7
PushT,jepa_wm_pusht,19,2,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,6,0.05206520357815755,0.7529317406830456,0.0,7,5
PushT,jepa_wm_pusht,20,2,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,1,0.0,0.9840304649775201,1.0,8,8
PushT,jepa_wm_pusht,20,2,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,3,0.06837919317243876,0.8052101366498173,0.0,6,8
PushT,jepa_wm_pusht,20,2,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,6,1.0,0.1598567604023869,0.0,3,8
PushT,jepa_wm_pusht,21,2,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,1,0.0,nan,1.0,4,0
PushT,jepa_wm_pusht,21,2,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,3,0.7585503102919223,0.5496936158269279,0.0,4,2
PushT,jepa_wm_pusht,21,2,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,6,0.0,0.7203268319355824,1.0,3,3
PushT,jepa_wm_pusht,22,2,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,1,1.0,0.1111111111111111,0.0,5,6
PushT,jepa_wm_pusht,22,2,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,3,0.0,0.9032060641008308,1.0,4,4
PushT,jepa_wm_pusht,22,2,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,6,1.0,0.6356313457675533,0.0,6,4
PushT,jepa_wm_pusht,23,2,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,1,0.06271666156975347,0.5342011799486573,0.0,5,9
PushT,jepa_wm_pusht,23,2,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,3,1.0,0.1850522766331024,0.0,8,9
PushT,jepa_wm_pusht,23,2,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,6,0.01662600440501789,0.503532877667193,0.0,5,9
