environment,treatment,baseline,projection_seed,horizon,metric,positive_means_treatment_better,adaptation_seeds_averaged_within_task,paired_state_seed_rows,estimate,low,high,n_tasks,n_bootstrap,task_means_json
PushT,fidelity_constrained_matched_geometry,frozen,15001,3,weighted_pairwise_accuracy,True,3,72,-0.009525838414019295,-0.036727344737325626,0.008971163293889549,3,2000,"{""1"": -0.000821333798621808, ""2"": 0.008971163293889549, ""6"": -0.036727344737325626}"
PushT,fidelity_constrained_matched_geometry,frozen,15001,3,top1_correct,True,3,72,-0.041666666666666664,-0.125,0.125,3,2000,"{""1"": -0.125, ""2"": 0.125, ""6"": -0.125}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,15001,3,normalized_regret,True,3,72,0.019828971440518227,0.0,0.05948691432155468,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": 0.05948691432155468}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,15001,3,weighted_pairwise_accuracy,True,3,72,0.010128346756495097,-0.0013027771118665106,0.025245480816017407,3,2000,"{""1"": 0.0064423365653343955, ""2"": -0.0013027771118665106, ""6"": 0.025245480816017407}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,15001,3,top1_correct,True,3,72,0.0,0.0,0.0,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": 0.0}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,15001,3,normalized_regret,True,3,72,-0.0166182043450389,-0.04417222834466561,0.026920833145912367,3,2000,"{""1"": -0.03260321783636346, ""2"": 0.026920833145912367, ""6"": -0.04417222834466561}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,15001,3,weighted_pairwise_accuracy,True,3,72,-0.0009773430192387064,-0.0046502918850391,0.004353004082575019,3,2000,"{""1"": 0.004353004082575019, ""2"": -0.0026347412552520377, ""6"": -0.0046502918850391}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,15001,3,top1_correct,True,3,72,-0.08333333333333333,-0.125,0.0,3,2000,"{""1"": -0.125, ""2"": 0.0, ""6"": -0.125}"
PushT,fidelity_constrained_matched_geometry,frozen,15001,6,normalized_regret,True,3,72,-0.03639648969602311,-0.08614635381928938,0.0,3,2000,"{""1"": -0.02304311526877995, ""2"": -0.08614635381928938, ""6"": 0.0}"
PushT,fidelity_constrained_matched_geometry,frozen,15001,6,weighted_pairwise_accuracy,True,3,72,0.008429621470681565,0.004685940952389966,0.01224654635289666,3,2000,"{""1"": 0.004685940952389966, ""2"": 0.00835637710675807, ""6"": 0.01224654635289666}"
PushT,fidelity_constrained_matched_geometry,frozen,15001,6,top1_correct,True,3,72,-0.041666666666666664,-0.125,0.0,3,2000,"{""1"": 0.0, ""2"": -0.125, ""6"": 0.0}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,15001,6,normalized_regret,True,3,72,-0.05318668836042484,-0.10646792949992807,0.0,3,2000,"{""1"": 0.0, ""2"": -0.053092135581346456, ""6"": -0.10646792949992807}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,15001,6,weighted_pairwise_accuracy,True,3,72,-0.004234250804264883,-0.02482418195750204,0.022703694213015435,3,2000,"{""1"": 0.022703694213015435, ""2"": -0.010582264668308045, ""6"": -0.02482418195750204}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,15001,6,top1_correct,True,3,72,-0.041666666666666664,-0.125,0.0,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": -0.125}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,15001,6,normalized_regret,True,3,72,0.010257077344053565,-0.03498638706390816,0.09061651739096688,3,2000,"{""1"": 0.09061651739096688, ""2"": -0.03498638706390816, ""6"": -0.024858898294898023}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,15001,6,weighted_pairwise_accuracy,True,3,72,0.026163646710203135,-0.025761376494965474,0.060684932335723085,3,2000,"{""1"": 0.060684932335723085, ""2"": 0.043567384289851796, ""6"": -0.025761376494965474}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,15001,6,top1_correct,True,3,72,-0.08333333333333333,-0.125,0.0,3,2000,"{""1"": 0.0, ""2"": -0.125, ""6"": -0.125}"
Wall,fidelity_constrained_matched_geometry,frozen,15001,1,normalized_regret,True,3,72,0.04096620018122558,0.0018483619438655525,0.0956475294691067,3,2000,"{""1"": 0.025402709130704464, ""2"": 0.0956475294691067, ""6"": 0.0018483619438655527}"
Wall,fidelity_constrained_matched_geometry,frozen,15001,1,weighted_pairwise_accuracy,True,3,72,0.03367364111406124,-0.04862744583604853,0.08936213818977189,3,2000,"{""1"": 0.06028623098846036, ""2"": 0.08936213818977189, ""6"": -0.04862744583604853}"
Wall,fidelity_constrained_matched_geometry,frozen,15001,1,top1_correct,True,3,72,0.19444444444444442,0.041666666666666664,0.375,3,2000,"{""1"": 0.16666666666666666, ""2"": 0.375, ""6"": 0.041666666666666664}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,15001,1,normalized_regret,True,3,72,0.02469387977291898,-0.020635105977600078,0.07919185625943215,3,2000,"{""1"": 0.07919185625943215, ""2"": -0.020635105977600078, ""6"": 0.015524889036924878}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,15001,1,weighted_pairwise_accuracy,True,3,72,0.018840332377069793,-0.0279134163066494,0.053631848864037025,3,2000,"{""1"": 0.030802564573821755, ""2"": 0.053631848864037025, ""6"": -0.0279134163066494}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,15001,1,top1_correct,True,3,72,0.05555555555555556,-0.125,0.20833333333333334,3,2000,"{""1"": 0.20833333333333334, ""2"": -0.125, ""6"": 0.08333333333333333}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,15001,1,normalized_regret,True,3,72,0.04874869774365482,-0.002126119156304942,0.1266838112012253,3,2000,"{""1"": -0.002126119156304942, ""2"": 0.1266838112012253, ""6"": 0.0216884011860441}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,15001,1,weighted_pairwise_accuracy,True,3,72,0.011583580026794063,-0.04501072277924856,0.04811674313997843,3,2000,"{""1"": 0.03164471971965232, ""2"": 0.04811674313997843, ""6"": -0.04501072277924856}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,15001,1,top1_correct,True,3,72,0.23611111111111108,0.041666666666666664,0.5,3,2000,"{""1"": 0.04166666666666667, ""2"": 0.5, ""6"": 0.16666666666666666}"
Wall,fidelity_constrained_matched_geometry,frozen,15001,3,normalized_regret,True,3,72,0.06612807726363627,0.05460672247115448,0.0822846669047264,3,2000,"{""1"": 0.05460672247115449, ""2"": 0.0822846669047264, ""6"": 0.061492842415027914}"
Wall,fidelity_constrained_matched_geometry,frozen,15001,3,weighted_pairwise_accuracy,True,3,72,0.08591105209158419,0.058387474353683605,0.13556494497932597,3,2000,"{""1"": 0.13556494497932597, ""2"": 0.058387474353683605, ""6"": 0.06378073694174302}"
Wall,fidelity_constrained_matched_geometry,frozen,15001,3,top1_correct,True,3,72,0.36111111111111116,0.25,0.4583333333333333,3,2000,"{""1"": 0.45833333333333337, ""2"": 0.375, ""6"": 0.25}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,15001,3,normalized_regret,True,3,72,0.010312972021207836,-0.03180419934802883,0.06266728896069944,3,2000,"{""1"": 0.06266728896069944, ""2"": -0.03180419934802883, ""6"": 7.582645095290108e-05}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,15001,3,weighted_pairwise_accuracy,True,3,72,0.09602907728947252,-0.010001235814786862,0.25716035755769107,3,2000,"{""1"": 0.25716035755769107, ""2"": -0.010001235814786862, ""6"": 0.04092811012551339}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,15001,3,top1_correct,True,3,72,0.12500000000000003,-0.125,0.5416666666666667,3,2000,"{""1"": 0.5416666666666667, ""2"": -0.125, ""6"": -0.04166666666666667}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,15001,3,normalized_regret,True,3,72,0.09613137534202727,0.027992009122216263,0.1659119039812015,3,2000,"{""1"": 0.09449021292266406, ""2"": 0.1659119039812015, ""6"": 0.027992009122216263}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,15001,3,weighted_pairwise_accuracy,True,3,72,0.0861237983797342,0.026309424435099833,0.19831381453366603,3,2000,"{""1"": 0.19831381453366603, ""2"": 0.03374815617043676, ""6"": 0.026309424435099836}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,15001,3,top1_correct,True,3,72,0.34722222222222215,0.125,0.5833333333333333,3,2000,"{""1"": 0.5833333333333333, ""2"": 0.33333333333333337, ""6"": 0.125}"
Wall,fidelity_constrained_matched_geometry,frozen,15001,6,normalized_regret,True,3,72,0.05706956937217142,0.04039577459431946,0.07005471745642945,3,2000,"{""1"": 0.07005471745642945, ""2"": 0.06075821606576534, ""6"": 0.04039577459431946}"
Wall,fidelity_constrained_matched_geometry,frozen,15001,6,weighted_pairwise_accuracy,True,3,72,0.020785603064558237,-0.0004795180314359304,0.03248882946245685,3,2000,"{""1"": 0.03248882946245685, ""2"": 0.030347497762653785, ""6"": -0.0004795180314359304}"
Wall,fidelity_constrained_matched_geometry,frozen,15001,6,top1_correct,True,3,72,0.08333333333333333,0.0,0.25,3,2000,"{""1"": 0.25, ""2"": 0.0, ""6"": 0.0}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,15001,6,normalized_regret,True,3,72,0.048396403787067784,0.0023733751502432315,0.12203747799085461,3,2000,"{""1"": 0.0023733751502432315, ""2"": 0.020778358220105504, ""6"": 0.12203747799085461}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,15001,6,weighted_pairwise_accuracy,True,3,72,0.02254476079525893,-0.03532561479487757,0.06276900527382973,3,2000,"{""1"": 0.06276900527382973, ""2"": -0.03532561479487757, ""6"": 0.040190891906824636}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,15001,6,top1_correct,True,3,72,0.041666666666666664,0.0,0.12499999999999999,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": 0.12499999999999999}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,15001,6,normalized_regret,True,3,72,0.08714792889074292,0.06988697802639321,0.10008476278868643,3,2000,"{""1"": 0.10008476278868642, ""2"": 0.06988697802639321, ""6"": 0.09147204585714913}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,15001,6,weighted_pairwise_accuracy,True,3,72,0.030997181929530552,0.002031598539220442,0.057639882979554524,3,2000,"{""1"": 0.057639882979554524, ""2"": 0.03332006426981669, ""6"": 0.002031598539220442}"
Wall,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,15001,6,top1_correct,True,3,72,0.013888888888888888,0.0,0.041666666666666664,3,2000,"{""1"": 0.041666666666666664, ""2"": 0.0, ""6"": 0.0}"
