model,ridge,held_out_group,mse
coordinate_moments_degree1,0.0001,0,0.6232766286078123
coordinate_moments_degree1,0.0001,2,0.8863438187716841
coordinate_moments_degree1,0.0001,4,1.5013556994947743
coordinate_moments_degree1,0.0001,6,0.08245360912204087
coordinate_moments_degree1,0.0001,mean,0.7733574389990779
coordinate_moments_degree1,0.001,0,0.6232188084725064
coordinate_moments_degree1,0.001,2,0.8862781288949461
coordinate_moments_degree1,0.001,4,1.5012970303706048
coordinate_moments_degree1,0.001,6,0.082518627416617
coordinate_moments_degree1,0.001,mean,0.7733281487886686
coordinate_moments_degree1,0.01,0,0.6226060562622369
coordinate_moments_degree1,0.01,2,0.8855634210985084
coordinate_moments_degree1,0.01,4,1.5007184222474321
coordinate_moments_degree1,0.01,6,0.0831500400349637
coordinate_moments_degree1,0.01,mean,0.7730094849107852
coordinate_moments_degree1,0.1,0,0.6150964848247368
coordinate_moments_degree1,0.1,2,0.8771889428785805
coordinate_moments_degree1,0.1,4,1.4957567637264884
coordinate_moments_degree1,0.1,6,0.08811140926115105
coordinate_moments_degree1,0.1,mean,0.7690384001727392
coordinate_moments_degree1,1.0,0,0.5624581718535445
coordinate_moments_degree1,1.0,2,0.843412744753656
coordinate_moments_degree1,1.0,4,1.4765938117411914
coordinate_moments_degree1,1.0,6,0.10904981158184827
coordinate_moments_degree1,1.0,mean,0.74787863498256
coordinate_moments_degree1,10.0,0,0.47431294448066147
coordinate_moments_degree1,10.0,2,0.8385597758455607
coordinate_moments_degree1,10.0,4,1.44706991185672
coordinate_moments_degree1,10.0,6,0.14188371902463567
coordinate_moments_degree1,10.0,mean,0.7254565878018945
coordinate_moments_degree1,100.0,0,0.4334387407179029
coordinate_moments_degree1,100.0,2,0.8783333977979882
coordinate_moments_degree1,100.0,4,1.388926221699545
coordinate_moments_degree1,100.0,6,0.1840421362051642
coordinate_moments_degree1,100.0,mean,0.7211851241051501
coordinate_moments_degree1,1000.0,0,0.4494037231863653
coordinate_moments_degree1,1000.0,2,0.9825551794963187
coordinate_moments_degree1,1000.0,4,1.3293202320657653
coordinate_moments_degree1,1000.0,6,0.3225010397641712
coordinate_moments_degree1,1000.0,mean,0.7709450436281551
coordinate_moments_degree1,10000.0,0,0.6187954740054624
coordinate_moments_degree1,10000.0,2,1.2414015140959613
coordinate_moments_degree1,10000.0,4,1.3391517455366706
coordinate_moments_degree1,10000.0,6,0.5647457855130008
coordinate_moments_degree1,10000.0,mean,0.9410236297877738
coordinate_moments_degree1,100000.0,0,0.9408510642582825
coordinate_moments_degree1,100000.0,2,1.4062753073705831
coordinate_moments_degree1,100000.0,4,1.6349029330873526
coordinate_moments_degree1,100000.0,6,0.8770082950786399
coordinate_moments_degree1,100000.0,mean,1.2147593999487145
coordinate_moments_degree1,1000000.0,0,1.3694547220057154
coordinate_moments_degree1,1000000.0,2,1.6261009466601413
coordinate_moments_degree1,1000000.0,4,2.092343144365294
coordinate_moments_degree1,1000000.0,6,1.2989011686841614
coordinate_moments_degree1,1000000.0,mean,1.5966999954288281
coordinate_moments_degree2,0.0001,0,0.6514352044624243
coordinate_moments_degree2,0.0001,2,0.943496699880225
coordinate_moments_degree2,0.0001,4,1.5222068927889032
coordinate_moments_degree2,0.0001,6,0.15628263813486123
coordinate_moments_degree2,0.0001,mean,0.8183553588166035
coordinate_moments_degree2,0.001,0,0.6513872720513207
coordinate_moments_degree2,0.001,2,0.9435379845290504
coordinate_moments_degree2,0.001,4,1.5222062678832757
coordinate_moments_degree2,0.001,6,0.15628994229485998
coordinate_moments_degree2,0.001,mean,0.8183553666896267
coordinate_moments_degree2,0.01,0,0.6509148335182644
coordinate_moments_degree2,0.01,2,0.9439370585452026
coordinate_moments_degree2,0.01,4,1.5221998043710883
coordinate_moments_degree2,0.01,6,0.15636105878524542
coordinate_moments_degree2,0.01,mean,0.8183531888049502
coordinate_moments_degree2,0.1,0,0.646791682256796
coordinate_moments_degree2,0.1,2,0.9469056967355577
coordinate_moments_degree2,0.1,4,1.5221126530805185
coordinate_moments_degree2,0.1,6,0.15693122814439686
coordinate_moments_degree2,0.1,mean,0.8181853150543172
coordinate_moments_degree2,1.0,0,0.6286268970847535
coordinate_moments_degree2,1.0,2,0.9531427325190777
coordinate_moments_degree2,1.0,4,1.519912919006111
coordinate_moments_degree2,1.0,6,0.1600490539944384
coordinate_moments_degree2,1.0,mean,0.8154329006510952
coordinate_moments_degree2,10.0,0,0.5930983826250625
coordinate_moments_degree2,10.0,2,0.9572864062846963
coordinate_moments_degree2,10.0,4,1.5036115237404433
coordinate_moments_degree2,10.0,6,0.1857340687286871
coordinate_moments_degree2,10.0,mean,0.8099325953447224
coordinate_moments_degree2,100.0,0,0.567744662533171
coordinate_moments_degree2,100.0,2,0.9953079313579215
coordinate_moments_degree2,100.0,4,1.4710521384192927
coordinate_moments_degree2,100.0,6,0.26289819141155557
coordinate_moments_degree2,100.0,mean,0.8242507309304852
coordinate_moments_degree2,1000.0,0,0.6168793294538619
coordinate_moments_degree2,1000.0,2,1.1088637876844443
coordinate_moments_degree2,1000.0,4,1.4233590304022798
coordinate_moments_degree2,1000.0,6,0.45497606565072224
coordinate_moments_degree2,1000.0,mean,0.9010195532978271
coordinate_moments_degree2,10000.0,0,0.8575742488055066
coordinate_moments_degree2,10000.0,2,1.3810657890913076
coordinate_moments_degree2,10000.0,4,1.5249408697969409
coordinate_moments_degree2,10000.0,6,0.696631023776593
coordinate_moments_degree2,10000.0,mean,1.115052982867587
coordinate_moments_degree2,100000.0,0,1.2148930391251223
coordinate_moments_degree2,100000.0,2,1.5117853498909402
coordinate_moments_degree2,100000.0,4,1.8387771547013865
coordinate_moments_degree2,100000.0,6,0.8421459581462073
coordinate_moments_degree2,100000.0,mean,1.351900375465914
coordinate_moments_degree2,1000000.0,0,1.4162404135824447
coordinate_moments_degree2,1000000.0,2,1.5939768560556238
coordinate_moments_degree2,1000000.0,4,2.115559658888981
coordinate_moments_degree2,1000000.0,6,1.209964502694965
coordinate_moments_degree2,1000000.0,mean,1.5839353578055035
spatial_pool_4x4,0.0001,0,0.5261066889262672
spatial_pool_4x4,0.0001,2,1.113543440720656
spatial_pool_4x4,0.0001,4,1.5120355203408766
spatial_pool_4x4,0.0001,6,0.4013337029222054
spatial_pool_4x4,0.0001,mean,0.8882548382275013
spatial_pool_4x4,0.001,0,0.5260894955468518
spatial_pool_4x4,0.001,2,1.1135756838645545
spatial_pool_4x4,0.001,4,1.5120207609909895
spatial_pool_4x4,0.001,6,0.40134142423941405
spatial_pool_4x4,0.001,mean,0.8882568411604524
spatial_pool_4x4,0.01,0,0.5259183128049485
spatial_pool_4x4,0.01,2,1.1138946962470961
spatial_pool_4x4,0.01,4,1.511873998170188
spatial_pool_4x4,0.01,6,0.401418136573985
spatial_pool_4x4,0.01,mean,0.8882762859490544
spatial_pool_4x4,0.1,0,0.5242785158005937
spatial_pool_4x4,0.1,2,1.1167867806649827
spatial_pool_4x4,0.1,4,1.5104831505631882
spatial_pool_4x4,0.1,6,0.4021377133501052
spatial_pool_4x4,0.1,mean,0.8884215400947173
spatial_pool_4x4,1.0,0,0.5127473199340976
spatial_pool_4x4,1.0,2,1.1330102368398962
spatial_pool_4x4,1.0,4,1.5009766810310963
spatial_pool_4x4,1.0,6,0.40619081601682894
spatial_pool_4x4,1.0,mean,0.8882312634554796
spatial_pool_4x4,10.0,0,0.4840405270808143
spatial_pool_4x4,10.0,2,1.1705468294640622
spatial_pool_4x4,10.0,4,1.4763609640072888
spatial_pool_4x4,10.0,6,0.40064716265844286
spatial_pool_4x4,10.0,mean,0.8828988708026521
spatial_pool_4x4,100.0,0,0.4827851014007705
spatial_pool_4x4,100.0,2,1.2101359622035268
spatial_pool_4x4,100.0,4,1.4597805020026593
spatial_pool_4x4,100.0,6,0.40501717937349996
spatial_pool_4x4,100.0,mean,0.8894296862451141
spatial_pool_4x4,1000.0,0,0.5955846893678711
spatial_pool_4x4,1000.0,2,1.2565602638964293
spatial_pool_4x4,1000.0,4,1.4546747373922524
spatial_pool_4x4,1000.0,6,0.5171450096402191
spatial_pool_4x4,1000.0,mean,0.955991175074193
spatial_pool_4x4,10000.0,0,0.9128976037375243
spatial_pool_4x4,10000.0,2,1.4513263403944574
spatial_pool_4x4,10000.0,4,1.6134011835247748
spatial_pool_4x4,10000.0,6,0.720084660988004
spatial_pool_4x4,10000.0,mean,1.17442744716119
spatial_pool_4x4,100000.0,0,1.254374096461469
spatial_pool_4x4,100000.0,2,1.5119451260723793
spatial_pool_4x4,100000.0,4,1.9567012330314477
spatial_pool_4x4,100000.0,6,0.7813806491673593
spatial_pool_4x4,100000.0,mean,1.3761002761831638
spatial_pool_4x4,1000000.0,0,1.4143566444859335
spatial_pool_4x4,1000000.0,2,1.4872888161995692
spatial_pool_4x4,1000000.0,4,2.13691418854695
spatial_pool_4x4,1000000.0,6,0.9600991645395393
spatial_pool_4x4,1000000.0,mean,1.4996647034429977
oracle_patch_geometry,0.0001,0,0.05583640518268612
oracle_patch_geometry,0.0001,2,1.5743121584311084
oracle_patch_geometry,0.0001,4,2.846071120515137
oracle_patch_geometry,0.0001,6,0.0529076082749162
oracle_patch_geometry,0.0001,mean,1.132281823100962
oracle_patch_geometry,0.001,0,0.05581587201915155
oracle_patch_geometry,0.001,2,1.5742933039479552
oracle_patch_geometry,0.001,4,2.8447634167523046
oracle_patch_geometry,0.001,6,0.052922845689135266
oracle_patch_geometry,0.001,mean,1.1319488596021365
oracle_patch_geometry,0.01,0,0.0556315264799602
oracle_patch_geometry,0.01,2,1.574118565097037
oracle_patch_geometry,0.01,4,2.8318717455740456
oracle_patch_geometry,0.01,6,0.05307524922518447
oracle_patch_geometry,0.01,mean,1.1286742715940568
oracle_patch_geometry,0.1,0,0.055239284168107486
oracle_patch_geometry,0.1,2,1.573618018191022
oracle_patch_geometry,0.1,4,2.7191159133788103
oracle_patch_geometry,0.1,6,0.05460142807209876
oracle_patch_geometry,0.1,mean,1.1006436609525097
oracle_patch_geometry,1.0,0,0.0768964650470717
oracle_patch_geometry,1.0,2,1.6216299955400781
oracle_patch_geometry,1.0,4,2.2403888979069864
oracle_patch_geometry,1.0,6,0.0696452025742309
oracle_patch_geometry,1.0,mean,1.0021401402670918
oracle_patch_geometry,10.0,0,0.2982791994579057
oracle_patch_geometry,10.0,2,1.8700660883784301
oracle_patch_geometry,10.0,4,1.6512011722583881
oracle_patch_geometry,10.0,6,0.1776650902612204
oracle_patch_geometry,10.0,mean,0.9993028875889861
oracle_patch_geometry,100.0,0,0.6134315285108217
oracle_patch_geometry,100.0,2,2.011263292852492
oracle_patch_geometry,100.0,4,1.378448643433659
oracle_patch_geometry,100.0,6,0.48426017885625133
oracle_patch_geometry,100.0,mean,1.121850910913306
oracle_patch_geometry,1000.0,0,0.7859001849708327
oracle_patch_geometry,1000.0,2,1.958511204073302
oracle_patch_geometry,1000.0,4,1.6120373776697818
oracle_patch_geometry,1000.0,6,0.7959708364927652
oracle_patch_geometry,1000.0,mean,1.2881049008016705
oracle_patch_geometry,10000.0,0,1.2741146299048807
oracle_patch_geometry,10000.0,2,1.7579566728102756
oracle_patch_geometry,10000.0,4,2.063838296673274
oracle_patch_geometry,10000.0,6,1.2663815519082189
oracle_patch_geometry,10000.0,mean,1.5905727878241622
oracle_patch_geometry,100000.0,0,1.4774244851723446
oracle_patch_geometry,100000.0,2,1.7231533705620898
oracle_patch_geometry,100000.0,4,2.214663478578602
oracle_patch_geometry,100000.0,6,1.4153621241815046
oracle_patch_geometry,100000.0,mean,1.707650864623635
oracle_patch_geometry,1000000.0,0,1.5036899598212043
oracle_patch_geometry,1000000.0,2,1.7197874447517494
oracle_patch_geometry,1000000.0,4,2.233481481210368
oracle_patch_geometry,1000000.0,6,1.433586660635025
oracle_patch_geometry,1000000.0,mean,1.7226363866045866
