record_id,trajectory_id,time_index,split,sample_index,agent_pixel_error,agent_patch_error,block_pixel_centroid_offset,block_patch_centroid_offset,agent_patch_support,block_patch_support
26,5,1,evaluation,17,0.00041665714263004896,0.005052019519052692,0.07970917674961789,0.07986063197834643,4,15
26,5,1,evaluation,18,0.0008657972612881855,0.006464434777330924,0.07970917674961789,0.07986063197834643,2,15
26,5,1,evaluation,19,0.0008674016256224207,0.0044075561511002686,0.07970917674961789,0.07986063197834643,4,15
26,5,1,evaluation,20,0.0011682823461214907,0.0075882396938935365,0.07970917674961789,0.07986063197834643,3,15
26,5,1,evaluation,21,0.0007850612491650082,0.004997289406481119,0.07970917674961789,0.07986063197834643,4,15
26,5,1,evaluation,22,0.0008253407815727476,0.005007114731229808,0.07970917674961789,0.07986063197834643,4,15
26,5,1,evaluation,23,0.00045815947941205224,0.005010908399483019,0.07970917674961789,0.07986063197834643,4,15
26,5,1,evaluation,24,0.0008093707044506599,0.002305990610465349,0.07970917674961789,0.07986063197834643,4,15
26,5,1,evaluation,25,0.000878653264718687,0.005745636975975639,0.07970917674961789,0.07986063197834643,3,15
27,5,2,evaluation,0,0.0011025041977262835,0.0020195559993844616,0.07903213785884337,0.07916902718518153,2,15
27,5,2,evaluation,1,0.0011025041977262835,0.0020195559993844616,0.07903213785884337,0.07916902718518153,2,15
27,5,2,evaluation,2,0.001561506056859891,0.0005185097149001304,0.07970917674961789,0.07986063197834643,4,15
27,5,2,evaluation,3,0.0014533501932662797,0.004610166781135631,0.07970917674961789,0.07986063197834643,4,15
27,5,2,evaluation,4,0.0017568196034545547,0.000703223799250561,0.07917152881654221,0.07908208718958545,4,16
27,5,2,evaluation,5,0.0008335782281879389,0.0038746914319697807,0.0801794113146162,0.08013559815665601,4,16
27,5,2,evaluation,6,0.000363143945695933,0.005432200888914217,0.07970917674961789,0.07986063197834643,2,15
27,5,2,evaluation,7,0.00036737320943474905,0.004623303815312374,0.07970917674961789,0.07986063197834643,2,15
27,5,2,evaluation,8,8.792780699497631e-05,0.0028414565142281826,0.07923542798330344,0.07907918250036575,1,15
27,5,2,evaluation,9,0.00046194766765564744,0.005322613802657093,0.07965077149033348,0.07959325498941704,2,16
27,5,2,evaluation,10,0.0011139024453975454,0.004434511974341593,0.07970917674961789,0.07986063197834643,4,15
27,5,2,evaluation,11,0.0015852651681027505,0.004767104484768276,0.07925739474811483,0.07940019280491238,2,15
27,5,2,evaluation,12,0.0008201257684715059,0.0030791828524371597,0.07938533830720094,0.07938907485633709,4,15
27,5,2,evaluation,13,0.0017704423170252222,0.0007365966268343967,0.08071363359542938,0.08071941509869064,2,16
27,5,2,evaluation,14,0.00019676069157487994,0.005451938896535975,0.07970917674961789,0.07986063197834643,2,15
27,5,2,evaluation,15,0.00033744226377027626,0.0038361805897374588,0.07948262509234454,0.0796307269554961,2,15
27,5,2,evaluation,16,0.0007566093578800576,0.004916468866553608,0.07892342821330423,0.07872208361991379,1,15
27,5,2,evaluation,17,9.743882001908318e-05,0.002110080980805797,0.07941123171300264,0.07931102361791095,2,16
27,5,2,evaluation,18,0.0009655203551657971,0.0031259657037358826,0.07970917674961789,0.07986063197834643,4,15
27,5,2,evaluation,19,0.0017530246915473707,0.0006936888076976078,0.07970973187380218,0.07955862143940788,2,16
27,5,2,evaluation,20,0.001093881896124205,0.004034825811544731,0.0793385191602076,0.07926953263363054,4,16
27,5,2,evaluation,21,0.0015547826716481737,0.004724316783191971,0.07979691553567542,0.07964587333208646,2,16
27,5,2,evaluation,22,0.0008999806061726776,0.004940255289087001,0.07970917674961789,0.07986063197834643,1,15
27,5,2,evaluation,23,0.00012543277998530486,0.0020973122470346823,0.07888020901847691,0.07891738083443811,2,16
27,5,2,evaluation,24,0.0001709952016945053,0.005476107442690131,0.07835999820799974,0.07833650295978187,2,16
27,5,2,evaluation,25,0.00037070046800822805,0.003872861159280099,0.07893697234321731,0.07897396359660631,2,16
28,5,3,evaluation,0,0.0006242752240625028,0.005866303857619591,0.07978930089265916,0.07986239224580914,4,16
28,5,3,evaluation,1,0.0006242752240625028,0.005866303857619591,0.07978930089265916,0.07986239224580914,4,16
28,5,3,evaluation,2,0.0012484828474132478,0.006909748257810028,0.07920046665861923,0.0792012918192424,3,16
28,5,3,evaluation,3,0.0010964966057086705,0.00757339547944202,0.07920046665861923,0.0792012918192424,3,16
28,5,3,evaluation,4,0.00037040029806144516,0.006350039953967234,0.07909633124476804,0.07917067556134884,2,16
28,5,3,evaluation,5,0.00016708053755970352,0.007053310633781818,0.08134666093038692,0.08112433234534343,2,16
28,5,3,evaluation,6,0.0006273922896205149,0.0043414961719089795,0.07856276496817614,0.07858633063922407,4,16
28,5,3,evaluation,7,0.00041268870592024693,0.005631153724851466,0.07856276496817614,0.07858633063922407,3,16
28,5,3,evaluation,8,0.0007537259626010029,0.004940623422444453,0.07963407329954979,0.08013248110887257,4,17
28,5,3,evaluation,9,0.00034024740149655384,0.0026650771216630382,0.0809392204250025,0.08133641640986856,4,17
28,5,3,evaluation,10,0.0003681610200032812,0.0068392218104531815,0.07920046665861923,0.0792012918192424,3,16
28,5,3,evaluation,11,0.0010625292530259548,0.007220277646309914,0.07887343601672375,0.07888985992980646,3,16
28,5,3,evaluation,12,0.0005875044199071443,0.006011269368344589,0.07898943044305924,0.07895587986765161,2,17
28,5,3,evaluation,13,0.0003189275645688648,0.005539569538480603,0.0800181285859649,0.0799620636641205,4,15
28,5,3,evaluation,14,0.0002333281589526001,0.005884706802773306,0.07932750028361098,0.07930480747846681,3,16
28,5,3,evaluation,15,0.000656242825659436,0.005964183097556739,0.07841458074613819,0.07847254082713451,4,16
28,5,3,evaluation,16,0.0005215255015913193,0.0020892352047803433,0.07940326011742771,0.0799082289484791,4,17
28,5,3,evaluation,17,0.0009865126193436297,0.005105811410008868,0.08145330797575308,0.08183582588114909,3,17
28,5,3,evaluation,18,0.0007292944727856699,0.006068084779749902,0.07920046665861923,0.0792012918192424,2,16
28,5,3,evaluation,19,0.00027924739302121566,0.005526128862816868,0.07989450506291798,0.0802318649785067,4,17
28,5,3,evaluation,20,0.00035360065228183556,0.006856148668842457,0.07975299536684873,0.08010157256757998,3,17
28,5,3,evaluation,21,0.0012577269584262238,0.007433592518863804,0.08039158990349572,0.08069376310799728,3,17
28,5,3,evaluation,22,0.0006720479368825189,0.001731020819232208,0.07931865995522146,0.07930480747846681,4,16
28,5,3,evaluation,23,0.0009436854167528564,0.005142008343338833,0.079919795888034,0.08018374199204654,3,17
28,5,3,evaluation,24,8.037595162961422e-05,0.0059640123213326995,0.07953077470128217,0.07981609301187882,3,17
28,5,3,evaluation,25,0.0006192328642914492,0.005924167854555844,0.07963189109587124,0.07992908610543518,4,17
29,5,4,evaluation,0,0.0010392325332361243,0.006358824489512829,0.07965063946331215,0.07960392298846634,3,16
29,5,4,evaluation,1,0.0010392325332361243,0.006358824489512829,0.07965063946331215,0.07960392298846634,3,16
29,5,4,evaluation,2,0.0008720341094390166,0.006274398341077885,0.0801222434144821,0.08022338727411138,3,16
29,5,4,evaluation,3,0.0008351373529319736,0.006648505982648369,0.07972784658352788,0.0798387132062201,3,16
29,5,4,evaluation,4,0.0011383661653318424,0.006122266725616716,0.07997553486714022,0.07937165342779015,3,17
29,5,4,evaluation,5,0.00120845820359647,0.004643594742647155,0.08067299878999457,0.0809642807510063,4,16
29,5,4,evaluation,6,0.0008049429370029668,0.005214927140097158,0.08048575722592172,0.08058843049261238,3,16
29,5,4,evaluation,7,0.0012244921571735114,0.005156319651955051,0.07996496282907392,0.0800758974853752,4,16
29,5,4,evaluation,8,0.0007951635971490223,0.006661972213808218,0.07957250528320679,0.07875769224912864,3,18
29,5,4,evaluation,9,0.0009676699368289925,0.007265574331409868,0.07986839065196781,0.07901807708247181,3,16
29,5,4,evaluation,10,0.0011674741864987704,0.007702909668447984,0.07972784658352788,0.0798387132062201,3,16
29,5,4,evaluation,11,0.0014407738317521583,0.007396518068499677,0.07945748786688742,0.07947740064452959,3,16
29,5,4,evaluation,12,0.0010065982580718788,0.004298960832208269,0.07869331223119547,0.07816234121484385,4,16
