environment,state_id,task_id,split,planner,method,horizon,normalized_regret,weighted_pairwise_accuracy,top1_correct,normalized_margin_rmse,transition_seeds_averaged
PushT,53,6,development_holdout,shared_metric,fidelity_constrained_latent_only,3,0.4575965428879332,0.7215501535060683,0.0,1.4096932133545856,3
PushT,53,6,development_holdout,shared_metric,fidelity_constrained_latent_only,6,0.5314747869471632,0.5448972239318095,0.0,1.7318107294009843,3
PushT,54,6,development_holdout,shared_metric,fidelity_constrained_latent_only,1,1.0,0.39105482833599653,0.0,1.1601773190870486,3
PushT,54,6,development_holdout,shared_metric,fidelity_constrained_latent_only,3,0.0,0.942824530702613,1.0,0.43360343352029584,3
PushT,54,6,development_holdout,shared_metric,fidelity_constrained_latent_only,6,0.0,0.8643069311919492,1.0,1.6168144590872569,3
PushT,55,6,development_holdout,shared_metric,fidelity_constrained_latent_only,1,0.0,0.4444444444444444,1.0,1.280734030801079,3
PushT,55,6,development_holdout,shared_metric,fidelity_constrained_latent_only,3,0.0,0.6059810438538602,1.0,1.3187308779945646,3
PushT,55,6,development_holdout,shared_metric,fidelity_constrained_latent_only,6,0.15704590216781106,0.31853988982070164,0.0,2.967499387614605,3
PushT,8,1,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,1,0.17008683444848238,0.8230098471128718,0.0,0.8316865553237204,3
PushT,8,1,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,3,0.8974594425317869,0.2603439615992901,0.0,1.767869648162976,3
PushT,8,1,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,6,0.5781148528381919,0.5338036024954274,0.0,2.1405790882240705,3
PushT,9,1,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,1,0.0,0.862237548508613,1.0,0.929067144732339,3
PushT,9,1,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,3,0.2415867066316891,0.37108431155722005,0.0,1.6086128993007973,3
PushT,9,1,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,6,0.0838834477847104,0.8777548570049635,0.0,0.7954489345140479,3
PushT,10,1,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,1,0.12049358852617963,0.9776852565587911,0.0,0.3938658018817736,3
PushT,10,1,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,3,0.1030047197118212,0.7655684653473299,0.0,1.3286559661271438,3
PushT,10,1,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,6,0.0,0.5548383144575458,1.0,1.953303042873026,3
PushT,11,1,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,1,0.4133687889099497,0.24126344785635478,0.0,1.244196135642553,3
PushT,11,1,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,3,0.8520977403706133,0.20028964005455804,0.0,1.6764722275411186,3
PushT,11,1,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,6,0.24348642524200229,0.6257866077817406,0.0,1.6791709833787987,3
PushT,12,1,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,1,0.0,0.8574218065173875,1.0,1.2382238230644163,3
PushT,12,1,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,3,0.7672659872148363,0.33624849514235183,0.0,1.812931662180646,3
PushT,12,1,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,6,0.0,0.44819466285333864,1.0,1.9385519999919245,3
PushT,13,1,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,1,0.9488516591828323,0.18949760469213428,0.0,1.6237245611860942,3
PushT,13,1,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,3,0.20051600978623596,0.6743564940742033,0.0,1.346850869765472,3
PushT,13,1,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,6,0.12408774868526844,0.6633220483304991,0.0,2.0431343246400355,3
PushT,14,1,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,1,0.0,nan,1.0,0.0,3
PushT,14,1,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,3,0.8251746488970769,0.8362574257209975,0.0,0.8415361315312923,3
PushT,14,1,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,6,1.0,0.616782781936184,0.0,1.9877601652464154,3
PushT,15,1,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,1,0.0,nan,1.0,0.0,3
PushT,15,1,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,3,1.0,0.5559166104833673,0.0,1.756162402608763,3
PushT,15,1,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,6,1.0,0.41642185501883405,0.0,1.9605540937022912,3
PushT,16,2,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,1,0.07048233322040907,0.926821266598131,0.0,0.5988649169786648,3
PushT,16,2,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,3,0.0,0.5152491738354333,1.0,1.6818618797927585,3
PushT,16,2,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,6,0.3324250360743422,0.4488553229983878,0.0,1.97763767742604,3
PushT,17,2,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,1,0.0,nan,1.0,0.0,3
PushT,17,2,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,3,0.0,0.8516277175458153,1.0,1.3636542046332891,3
PushT,17,2,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,6,0.0,0.8138718904955127,1.0,1.5186167083003415,3
PushT,18,2,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,1,0.0,nan,1.0,0.0,3
PushT,18,2,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,3,0.27850140655302486,0.7515835232466445,0.0,0.9972114500163011,3
PushT,18,2,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,6,0.31070236595182904,0.6851813248218134,0.0,1.303855604558895,3
PushT,19,2,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,1,0.0,0.8193847707826575,1.0,0.8542506589698768,3
PushT,19,2,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,3,0.6720473664012866,0.3245750606556645,0.0,1.5395693684976102,3
PushT,19,2,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,6,0.8838632056446043,0.19944619916190723,0.0,1.8408041065263785,3
PushT,20,2,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,1,0.7957935685153475,0.5196932257973368,0.0,1.1276008521766865,3
PushT,20,2,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,3,0.9103992805710343,0.1600479501272619,0.0,2.2182448542651536,3
PushT,20,2,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,6,0.43402262518488466,0.29110216584967835,0.0,1.9596052201854615,3
PushT,21,2,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,1,0.0,nan,1.0,0.0,3
PushT,21,2,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,3,0.0,0.8593051725805916,1.0,0.8681922758784316,3
PushT,21,2,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,6,0.7230047574770261,0.7493243768856331,0.0,1.911812994308556,3
PushT,22,2,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,1,0.0,1.0,1.0,0.7542590106545162,3
PushT,22,2,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,3,0.33162401120693175,0.6405607768001889,0.0,1.0995077665242132,3
PushT,22,2,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,6,1.0,0.47495019800143917,0.0,1.5817879838864115,3
PushT,23,2,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,1,0.020457435985849055,0.948220636882584,0.0,0.7277354463233133,3
PushT,23,2,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,3,0.00801155301203528,0.6697964492288172,0.0,1.629019216572016,3
PushT,23,2,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,6,0.01666363785413529,0.939064076606345,0.0,1.3846748342830189,3
PushT,48,6,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,1,0.1041936294736157,0.9014787485310404,0.0,0.7339700776612593,3
PushT,48,6,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,3,0.03234753445760445,0.8788858188009557,0.6666666666666666,1.204136232153269,3
PushT,48,6,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,6,0.02967654291736563,0.8581450394948144,0.0,1.6789743304029265,3
PushT,49,6,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,1,0.021846463468537514,0.899598051733407,0.0,0.813199181101925,3
PushT,49,6,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,3,0.09255210046541218,0.7893469167519465,0.0,1.2337159346542854,3
PushT,49,6,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,6,0.2652965997915153,0.7771875190297283,0.0,1.3181208343407738,3
PushT,50,6,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,1,0.932744916162424,0.3509023635606969,0.0,1.5662095809276337,3
PushT,50,6,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,3,0.647103072586445,0.5366088029024427,0.0,1.2943343728412662,3
PushT,50,6,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,6,0.8845275437002303,0.31822719672869276,0.0,2.04009491580514,3
PushT,51,6,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,1,0.9865552978109585,0.15351757749046482,0.0,2.1693900525333873,3
PushT,51,6,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,3,0.994431087932475,0.2568012373530176,0.0,2.1513058774121716,3
PushT,51,6,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,6,0.8249736846311396,0.480265004135155,0.0,2.040755419408907,3
PushT,52,6,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,1,1.0,0.0,0.0,1.635941848937556,3
PushT,52,6,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,3,0.3477543489605677,0.247561410426107,0.0,1.497188912450626,3
PushT,52,6,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,6,1.0,0.4808105479604838,0.0,1.9412412327272641,3
PushT,53,6,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,1,0.22071215478288175,0.7899454511793905,0.0,0.854314492718944,3
PushT,53,6,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,3,0.4816284233788386,0.7050003618904865,0.0,1.0961642055573855,3
PushT,53,6,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,6,0.34805147160393507,0.44895434434151604,0.0,1.740175882994987,3
PushT,54,6,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,1,1.0,0.5995867558589041,0.0,1.103698893153897,3
PushT,54,6,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,3,0.23123939172671404,0.976295185473041,0.0,0.6622448768133163,3
PushT,54,6,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,6,0.0,0.9062766739741303,1.0,1.137217749817524,3
PushT,55,6,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,1,0.0,0.7777777777777778,1.0,1.3727052105077149,3
PushT,55,6,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,3,0.0,0.6470828078581458,1.0,1.314598237753506,3
PushT,55,6,development_holdout,goal_permuted_metric,fidelity_constrained_latent_only,6,1.0,0.18546541968473762,0.0,3.282590189802532,3
PushT,8,1,development_holdout,native_metric,fidelity_constrained_latent_only,1,0.01282478008355127,0.8882608281952827,0.0,0.9974332683296948,3
PushT,8,1,development_holdout,native_metric,fidelity_constrained_latent_only,3,0.0,0.6514399473549798,1.0,0.9647374825428381,3
PushT,8,1,development_holdout,native_metric,fidelity_constrained_latent_only,6,0.5781148528381919,0.22582231298718328,0.0,1.3261147970108313,3
PushT,9,1,development_holdout,native_metric,fidelity_constrained_latent_only,1,0.8274135674934154,0.010384531390538817,0.0,1.0066113691287941,3
PushT,9,1,development_holdout,native_metric,fidelity_constrained_latent_only,3,0.7286493483691098,0.10325797278400396,0.0,1.4984053346500517,3
PushT,9,1,development_holdout,native_metric,fidelity_constrained_latent_only,6,0.8502269524673544,0.26678889987299126,0.0,1.317687128955198,3
PushT,10,1,development_holdout,native_metric,fidelity_constrained_latent_only,1,0.12049358852617963,0.9787368933195569,0.0,0.9950629702557556,3
PushT,10,1,development_holdout,native_metric,fidelity_constrained_latent_only,3,0.6177998268323661,0.8061538045644067,0.0,0.8248798927301592,3
PushT,10,1,development_holdout,native_metric,fidelity_constrained_latent_only,6,0.6789019354624969,0.5283569538556676,0.0,1.0437678739757004,3
PushT,11,1,development_holdout,native_metric,fidelity_constrained_latent_only,1,0.49698986494663716,0.32932717087006264,0.0,1.0023749087640361,3
PushT,11,1,development_holdout,native_metric,fidelity_constrained_latent_only,3,0.0,0.406943190786347,1.0,1.1820325473213356,3
PushT,11,1,development_holdout,native_metric,fidelity_constrained_latent_only,6,1.0,0.29584552167991374,0.0,1.480010115150204,3
PushT,12,1,development_holdout,native_metric,fidelity_constrained_latent_only,1,0.15542731492732748,0.8939211199140308,0.0,0.9946963990426019,3
PushT,12,1,development_holdout,native_metric,fidelity_constrained_latent_only,3,0.0,0.5958407010353197,1.0,0.9278655189232395,3
PushT,12,1,development_holdout,native_metric,fidelity_constrained_latent_only,6,0.01885074951463251,0.6823948127241906,0.0,0.8688894245948707,3
PushT,13,1,development_holdout,native_metric,fidelity_constrained_latent_only,1,0.9488516591828323,0.13809115707252423,0.0,1.0027820515105221,3
PushT,13,1,development_holdout,native_metric,fidelity_constrained_latent_only,3,0.0161718104917741,0.7902372084566874,0.0,0.8114896837547363,3
PushT,13,1,development_holdout,native_metric,fidelity_constrained_latent_only,6,0.0,0.8860253256663309,1.0,0.7394624173375358,3
PushT,14,1,development_holdout,native_metric,fidelity_constrained_latent_only,1,0.0,nan,1.0,0.0,3
PushT,14,1,development_holdout,native_metric,fidelity_constrained_latent_only,3,0.2243991056814351,0.7470512008670623,0.0,0.9610873744846528,3
PushT,14,1,development_holdout,native_metric,fidelity_constrained_latent_only,6,0.10985312473301036,0.7226347359421629,0.0,0.8582564907260126,3
PushT,15,1,development_holdout,native_metric,fidelity_constrained_latent_only,1,0.0,nan,1.0,0.0,3
PushT,15,1,development_holdout,native_metric,fidelity_constrained_latent_only,3,0.0,0.8728815651574487,1.0,0.8742427246152543,3
PushT,15,1,development_holdout,native_metric,fidelity_constrained_latent_only,6,0.0,0.5915498942207866,1.0,1.0018440334806564,3
PushT,16,2,development_holdout,native_metric,fidelity_constrained_latent_only,1,0.04667333317829817,0.9759580478347364,0.0,0.995340525391372,3
PushT,16,2,development_holdout,native_metric,fidelity_constrained_latent_only,3,0.32628899571658077,0.734813749541899,0.0,0.8466073275456999,3
PushT,16,2,development_holdout,native_metric,fidelity_constrained_latent_only,6,0.0,0.5020079170827089,1.0,0.9766578815279633,3
PushT,17,2,development_holdout,native_metric,fidelity_constrained_latent_only,1,0.0,nan,1.0,0.0,3
PushT,17,2,development_holdout,native_metric,fidelity_constrained_latent_only,3,0.5789271149086822,0.5754669978947097,0.0,0.9676237986627411,3
PushT,17,2,development_holdout,native_metric,fidelity_constrained_latent_only,6,0.0,0.6955131079635546,1.0,0.8332897154269755,3
PushT,18,2,development_holdout,native_metric,fidelity_constrained_latent_only,1,0.0,nan,1.0,0.0,3
PushT,18,2,development_holdout,native_metric,fidelity_constrained_latent_only,3,0.4420148075900328,0.7492475583310808,0.0,0.9340518034136488,3
PushT,18,2,development_holdout,native_metric,fidelity_constrained_latent_only,6,1.0,0.4495795409412687,0.0,1.1453000624567604,3
PushT,19,2,development_holdout,native_metric,fidelity_constrained_latent_only,1,0.0,0.8904143487784285,1.0,0.9987310696742536,3
PushT,19,2,development_holdout,native_metric,fidelity_constrained_latent_only,3,0.0,0.9786737532318673,1.0,0.8587952879345281,3
PushT,19,2,development_holdout,native_metric,fidelity_constrained_latent_only,6,0.05206520357815755,0.7529317406830455,0.0,0.9118350715099032,3
PushT,20,2,development_holdout,native_metric,fidelity_constrained_latent_only,1,0.0,0.9806706627630625,1.0,0.9950011696563377,3
PushT,20,2,development_holdout,native_metric,fidelity_constrained_latent_only,3,0.06837919317243876,0.7947591779455888,0.0,0.9754166560560837,3
PushT,20,2,development_holdout,native_metric,fidelity_constrained_latent_only,6,1.0,0.1598567604023869,0.0,1.4407648746605315,3
PushT,21,2,development_holdout,native_metric,fidelity_constrained_latent_only,1,0.0,nan,1.0,0.0,3
PushT,21,2,development_holdout,native_metric,fidelity_constrained_latent_only,3,0.7585503102919223,0.5496936158269279,0.0,0.974230778709355,3
PushT,21,2,development_holdout,native_metric,fidelity_constrained_latent_only,6,0.0,0.7203268319355823,1.0,0.759365540532433,3
PushT,22,2,development_holdout,native_metric,fidelity_constrained_latent_only,1,1.0,0.1111111111111111,0.0,1.0012564888172448,3
PushT,22,2,development_holdout,native_metric,fidelity_constrained_latent_only,3,0.0,0.9032060641008308,1.0,0.9011987594738523,3
PushT,22,2,development_holdout,native_metric,fidelity_constrained_latent_only,6,1.0,0.6356313457675533,0.0,1.0949919443847727,3
PushT,23,2,development_holdout,native_metric,fidelity_constrained_latent_only,1,0.06271666156975347,0.5342011799486573,0.0,0.9976110437502995,3
PushT,23,2,development_holdout,native_metric,fidelity_constrained_latent_only,3,1.0,0.1850522766331024,0.0,1.1111554575128328,3
PushT,23,2,development_holdout,native_metric,fidelity_constrained_latent_only,6,0.01662600440501789,0.49380229153634847,0.0,1.025864461712071,3
PushT,48,6,development_holdout,native_metric,fidelity_constrained_latent_only,1,0.09012243500443963,0.9497636011387915,0.0,0.9935602847385404,3
PushT,48,6,development_holdout,native_metric,fidelity_constrained_latent_only,3,0.03292797551033872,0.8094523776068497,0.0,0.8685307682128043,3
PushT,48,6,development_holdout,native_metric,fidelity_constrained_latent_only,6,0.0,0.9131311431584099,1.0,0.7325531382134917,3
PushT,49,6,development_holdout,native_metric,fidelity_constrained_latent_only,1,1.0,0.18566602001709617,0.0,1.0016591647747897,3
PushT,49,6,development_holdout,native_metric,fidelity_constrained_latent_only,3,0.0,0.9036693536112518,1.0,0.6711193707200712,3
PushT,49,6,development_holdout,native_metric,fidelity_constrained_latent_only,6,0.0,0.8982370577500967,1.0,0.7597290685414321,3
PushT,50,6,development_holdout,native_metric,fidelity_constrained_latent_only,1,0.026574968337305327,0.8291348858725337,0.0,0.996326260291681,3
PushT,50,6,development_holdout,native_metric,fidelity_constrained_latent_only,3,0.0,0.9979207415198538,1.0,0.7514731491482114,3
PushT,50,6,development_holdout,native_metric,fidelity_constrained_latent_only,6,0.11176022326401269,0.9187857511986263,0.0,0.7669421666964599,3
PushT,51,6,development_holdout,native_metric,fidelity_constrained_latent_only,1,0.3905729249325504,0.8319792687884534,0.0,0.9981827017344367,3
PushT,51,6,development_holdout,native_metric,fidelity_constrained_latent_only,3,0.8329904504891642,0.39344060368000094,0.0,1.02227268679379,3
PushT,51,6,development_holdout,native_metric,fidelity_constrained_latent_only,6,0.8472560153227433,0.7687676149935504,0.0,0.9075693568561883,3
PushT,52,6,development_holdout,native_metric,fidelity_constrained_latent_only,1,0.0,0.7777777777777778,1.0,0.999596239771399,3
PushT,52,6,development_holdout,native_metric,fidelity_constrained_latent_only,3,0.3477543489605677,0.1922072476469473,0.0,1.059104215507545,3
PushT,52,6,development_holdout,native_metric,fidelity_constrained_latent_only,6,1.0,0.4127496191968014,0.0,1.1331845534301719,3
PushT,53,6,development_holdout,native_metric,fidelity_constrained_latent_only,1,0.0,0.5306560563967143,1.0,0.9998724090769334,3
PushT,53,6,development_holdout,native_metric,fidelity_constrained_latent_only,3,0.0,0.9856538405971085,1.0,0.552435420456772,3
PushT,53,6,development_holdout,native_metric,fidelity_constrained_latent_only,6,0.0,0.8505177723300528,1.0,0.771599699281234,3
PushT,54,6,development_holdout,native_metric,fidelity_constrained_latent_only,1,0.5144474869020803,0.8330901466770251,0.0,0.9977270598602278,3
PushT,54,6,development_holdout,native_metric,fidelity_constrained_latent_only,3,0.3056015488280241,0.7874085754631294,0.0,0.83082830065743,3
PushT,54,6,development_holdout,native_metric,fidelity_constrained_latent_only,6,0.0,0.8567130329659912,1.0,0.785437237345413,3
PushT,55,6,development_holdout,native_metric,fidelity_constrained_latent_only,1,1.0,0.0,0.0,1.001824794069537,3
PushT,55,6,development_holdout,native_metric,fidelity_constrained_latent_only,3,1.0,0.3198842288095905,0.0,1.1293462886068013,3
PushT,55,6,development_holdout,native_metric,fidelity_constrained_latent_only,6,1.0,0.3296789519744095,0.0,1.1313996198189082,3
PushT,8,1,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,1,0.08148739372120142,0.944256889007248,0.0,0.6134700208303068,3
PushT,8,1,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,3,0.8974594425317869,0.3062250687243864,0.0,1.353348604073486,3
PushT,8,1,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,6,0.45970054187215187,0.4234865504021841,0.0,1.4159584561505458,3
PushT,9,1,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,1,0.0,0.9896154686094611,1.0,0.7739600606855949,3
PushT,9,1,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,3,0.2415867066316891,0.11062802400942577,0.0,2.166891589772962,3
PushT,9,1,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,6,0.0838834477847104,0.7026024859417518,0.0,1.0664827929157947,3
PushT,10,1,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,1,0.12049358852617963,0.9770382023650086,0.0,0.30418728132054884,3
PushT,10,1,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,3,0.3299354494497642,0.7818563057312723,0.0,0.9619020945062617,3
PushT,10,1,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,6,0.0,0.6098033710994851,1.0,1.3807598394022473,3
PushT,11,1,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,1,0.4791335418268135,0.3974450476269209,0.0,1.2696329307705916,3
PushT,11,1,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,3,0.8520977403706133,0.4373829851300773,0.0,1.3758267066914802,3
PushT,11,1,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,6,0.45161440847964834,0.5618343416503925,0.0,1.3370076079000226,3
PushT,12,1,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,1,0.15542731492732748,0.8878649328998742,0.0,0.8543537433531769,3
PushT,12,1,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,3,0.7672659872148363,0.4470372399605053,0.0,1.4667809549413604,3
PushT,12,1,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,6,0.0,0.5571558078840049,1.0,1.5500557760155784,3
PushT,13,1,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,1,0.9488516591828323,0.5077593344526266,0.0,1.0959186940848784,3
PushT,13,1,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,3,0.17926331652403826,0.5957686447127549,0.0,0.9914017343444786,3
PushT,13,1,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,6,0.14151922091305738,0.7084859382168215,0.0,1.390730035315687,3
PushT,14,1,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,1,0.0,nan,1.0,0.0,3
PushT,14,1,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,3,0.8251746488970769,0.5871288811631011,0.0,1.007491563200577,3
PushT,14,1,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,6,1.0,0.39570176960410225,0.0,1.6811116740994982,3
PushT,15,1,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,1,0.0,nan,1.0,0.0,3
PushT,15,1,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,3,0.3147370809376674,0.43644975798355423,0.0,1.3566383565040703,3
PushT,15,1,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,6,1.0,0.42366307824561417,0.0,1.6922242850982727,3
PushT,16,2,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,1,0.0,0.9382774772403929,1.0,0.5642191228901521,3
PushT,16,2,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,3,0.0,0.5849952179784408,1.0,1.3674075514921424,3
PushT,16,2,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,6,0.7080360849048052,0.2713317706783059,0.0,2.1641638909999643,3
PushT,17,2,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,1,0.0,nan,1.0,0.0,3
PushT,17,2,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,3,0.0,0.8808266899905434,1.0,0.9763923740894697,3
PushT,17,2,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,6,0.0,0.6876898937494031,1.0,1.27523797445026,3
PushT,18,2,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,1,0.0,nan,1.0,0.0,3
PushT,18,2,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,3,0.27850140655302486,0.9258321209866373,0.0,0.6688397855151672,3
PushT,18,2,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,6,0.31070236595182904,0.8262728621985449,0.0,0.9255266358978319,3
PushT,19,2,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,1,1.0,0.5985411672040944,0.0,1.066650147500848,3
PushT,19,2,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,3,0.6720473664012866,0.3044818453173445,0.0,1.4167386296833415,3
PushT,19,2,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,6,0.8838632056446043,0.1921460521075642,0.0,1.5735742196176012,3
PushT,20,2,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,1,0.7957935685153475,0.5196932257973368,0.0,1.1659604104783607,3
PushT,20,2,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,3,0.9103992805710343,0.16128727683407815,0.0,2.0854459767989977,3
PushT,20,2,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,6,0.6226817501232564,0.23269451707273162,0.0,1.857532734513633,3
PushT,21,2,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,1,0.0,nan,1.0,0.0,3
PushT,21,2,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,3,0.0,0.8005751849825516,1.0,0.8191381426553352,3
PushT,21,2,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,6,0.0,0.8191247626838773,1.0,1.2676395218737466,3
PushT,22,2,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,1,0.0,1.0,1.0,0.8354048616963817,3
PushT,22,2,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,3,0.20404699406558513,0.6429253193815815,0.0,1.0508206574240158,3
PushT,22,2,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,6,1.0,0.3458810824144347,0.0,1.5346077838749963,3
PushT,23,2,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,1,0.020457435985849055,0.9614781251337353,0.0,0.4919819859871888,3
PushT,23,2,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,3,0.024561135581776677,0.527305772857017,0.0,1.4874852275414847,3
PushT,23,2,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,6,0.01666363785413529,0.8416410694805788,0.0,0.9909952135857477,3
PushT,48,6,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,1,0.010481511777836317,0.9069351949198164,0.0,0.6726797837066547,3
PushT,48,6,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,3,0.0,0.9359003083129461,1.0,0.8210842467741486,3
PushT,48,6,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,6,0.02967654291736563,0.9090526583531111,0.0,1.3598755667706008,3
PushT,49,6,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,1,0.021846463468537514,0.8863844802068126,0.0,0.7196358223034162,3
PushT,49,6,development_holdout,shared_metric,fidelity_constrained_shuffled_geometry,3,0.09255210046541218,0.9353443914385259,0.0,0.8491809087873716,3
